ASSET_NAME,TYPE,AMENITIES,Latitude,Longitude
MOCCASIN TRAIL PARK,Park,,43.733579804838,-79.3333004322015
OURLAND PARK,Park,"Ball Diamond, Basketball Court, Pickleball Court, Playground, Sports Field, Tennis Court, Washroom",43.6155517022453,-79.5086950991317
QUEENS AVENUE PARKETTE,Park,Playground,43.6164537825713,-79.4930675353182
KITCHENER PARK,Park,"Ball Diamond, Playground",43.7319541606001,-79.2536125516899
ANCASTER PARK,Park,"Ball Diamond, Pickleball Court, Playground, Sports Field, Tennis Court",43.7334252400042,-79.4655052248818
CHAMPLAIN PARKETTE,Park,"Pickleball Court, Playground, Tennis Court",43.732136406352,-79.4442690567298
MARY HARKER PARK,Park,"Outdoor Fitness Equipment, Playground",43.7314676342756,-79.5931882852377
CHELTENHAM PARK,Park,"Ball Diamond, Sports Field",43.726670275902,-79.3851806167146
WARRENDER PARK,Park,Playground,43.6749888995735,-79.5545199656564
HAROLD TOWN PARK,Park,,43.6727475605113,-79.3862594297245
TRINITY BELLWOODS PARK,Park,"Ball Diamond, Dog Off-Leash Area, Outdoor Dry Pad, Pickleball Court, Picnic Site, Playground, Tennis Court, Washroom",43.6477934807445,-79.4143036014255
RANDY PADMORE PARK,Park,Playground,43.6498107694948,-79.4008462036923
BAIRD PARK,Park,"Dog Off-Leash Area, Outdoor Ping Pong/Table Tennis, Playground, Washroom",43.6623786400876,-79.4625930041058
CORONATION PARK - YORK,Park,"Ball Diamond, Basketball Court, Outdoor Dry Pad, Outdoor Fitness Equipment, Outdoor Ping Pong/Table Tennis, Playground",43.6909914601207,-79.4797720302363
MCCORMICK PARK,Park,"Ball Diamond, Basketball Court, Playground",43.6470735079123,-79.4335388866023
JOSHUA CRONKWRIGHT PARKETTE,Park,"Outdoor Ping Pong/Table Tennis, Playground",43.7037496636093,-79.2973621164619
DUNCAN C. LITTLE PARK,Park,,43.7042591233798,-79.3202987340848
LUCY TOT LOT,Park,Playground,43.6908304267293,-79.2855844799808
KENWORTHY PARK,Park,Playground,43.6905908588076,-79.2832846477916
GLEDHILL PARK,Park,Playground,43.6908497979157,-79.3099123132192
EGLINTON - GILBERT PARKETTE,Park,,43.69216709418,-79.4637194901539
RIDGEWOOD PARKETTE,Park,,43.691654376312,-79.421518669892
TADDLE CREEK PARK,Park,Playground,43.6699320683738,-79.3987477828188
RENNIE PARK,Park,"Picnic Site, Playground, Tennis Court, Washroom",43.6425865328304,-79.4722491877486
CRONIN PARK,Park,Playground,43.6460044128236,-79.5565992820288
LANGDALE COURT GREENBELT,Park,,43.7548316778786,-79.5127265565669
CORONATION PARK - ETOBICOKE,Park,Playground,43.6162587424663,-79.4996288094317
LESLIE LOOKOUT PARK,Park,Beach,43.6535538856845,-79.324611800663
MERRILL BRIDGE ROAD PARK,Park,Dog Off-Leash Area,43.6812204131129,-79.3149435901168
BENNETT PARK,Park,,43.6537567151802,-79.4675075038464
OLD MILL SITE PARK,Park,Tennis Court,43.6508546926695,-79.4902386936819
GARLAND PARK,Park,,43.7321900785619,-79.5830341550627
MAPLE CLAIRE PARK,Park,Playground,43.6726461439766,-79.4728846143561
PRINCE EDWARD VIADUCT PARKETTE,Park,,43.6743197207964,-79.3681185336327
CHURCHILL HEIGHTS PARK,Park,"Ball Diamond, Playground",43.7714792770319,-79.2247713097379
FAIRHAVEN PARK,Park,"Basketball Court, Outdoor Fitness Equipment, Playground, Washroom",43.7025559094826,-79.5461473234562
TERRY FOX PARK,Park,"Cricket Pitch Field, Playground, Sports Field",43.8144359587902,-79.3200138428714
CARSTOWE ROAD LANDS,Park,,43.6869688106841,-79.3756893656122
GAFFNEY PARK,Park,"Outdoor Fitness Equipment, Playground",43.6723899939411,-79.484536312705
PAGE PARKETTE,Park,Playground,43.7831407405563,-79.383119524949
LORD ROBERTS WOODS,Park,Playground,43.7414675443455,-79.2654565450205
DENSGROVE PARK,Park,"Ball Diamond, Playground",43.7657245999525,-79.2219062413251
DIEPPE PARK,Park,"Ball Diamond, Outdoor Dry Pad, Outdoor Ping Pong/Table Tennis, Pickleball Court, Playground, Sports Field, Washroom",43.6916121309212,-79.3354590832969
OLD MILL PARKETTE,Park,,43.6510249992794,-79.4925178705916
LAMBTON - KINGSWAY PARK,Park,"Ball Diamond, Pickleball Court, Playground, Tennis Court, Washroom",43.6575825548119,-79.5078062966722
INGLEWOOD HEIGHTS PARK,Park,Playground,43.7783435389683,-79.2915819863933
LANYARD PARK,Park,"Ball Diamond, Basketball Court, Outdoor Fitness Equipment, Pickleball Court, Playground, Tennis Court",43.74751580091,-79.5486740558148
SHERWOOD PARK,Park,"Ball Diamond, Dog Off-Leash Area, Picnic Site, Playground, Washroom",43.7167635895482,-79.3866747010043
TAM O'SHANTER GOLF COURSE,Park,Washroom,43.78905785857,-79.2961239451421
HTO PARK,Park,Beach,43.6378080329241,-79.3881724413573
MABERLEY PARKETTE,Park,Playground,43.7848052594087,-79.1290826024387
ALLENBURY PARK,Park,"Outdoor Fitness Equipment, Outdoor Ping Pong/Table Tennis, Playground",43.7801904233137,-79.3435071267502
EVERETT PARK,Park,,43.6956225103042,-79.3103800491227
BENJAMIN BOAKE GREENBELT,Park,,43.743942986351,-79.4963731468492
ERINGATE PARK,Park,"Ball Diamond, Playground, Washroom",43.6626271193157,-79.5808998991253
BLYTHWOOD RAVINE PARK,Park,,43.7190288078329,-79.3959900185391
HABITANT PARK,Park,,43.7469930159435,-79.5389899896772
JEANETTE PARK,Park,Playground,43.7240906607217,-79.2468879338598
YORK STADIUM,Park,Sports Field,43.6806864414168,-79.4795671754612
KINGSVIEW PARK,Park,"Outdoor Dry Pad, Pickleball Court, Playground, Tennis Court",43.6991667361521,-79.5543427177554
BIRKDALE RAVINE,Park,"Outdoor Fitness Equipment, Playground",43.7616772651132,-79.2612641571841
VICTORIA PARK - EGLINTON PARKETTE,Park,,43.7242881384833,-79.3016045270384
RUNNYMEDE PARK,Park,"Ball Diamond, Playground, Sports Field, Tennis Court",43.6682913614552,-79.4785521308344
COLLEGE PARK,Park,"Playground, Washroom",43.6596505698671,-79.3838045517429
HARWOOD PARK,Park,"Ball Diamond, Playground",43.6765692251956,-79.4771628194177
IRMA BURMAN GREENBELT PARK,Park,,43.8024117635654,-79.1601920076556
ALEXANDER MUIR MEMORIAL GARDENS,Park,,43.7211193487989,-79.4003865927108
SENTINEL PARK,Park,"Ball Diamond, Outdoor Dry Pad, Pickleball Court, Playground, Tennis Court, Washroom",43.7552003461125,-79.4985517188061
PINEWAY PARK,Park,Playground,43.7957178737102,-79.3756988903871
LAMBTON WOODS,Park,,43.6645839942699,-79.5140616961856
WINDFIELDS PARK,Park,,43.7425529857255,-79.375655659679
MALVERN PARK,Park,"Ball Diamond, Outdoor Dry Pad, Pickleball Court, Sports Field, Tennis Court, Washroom",43.8091940949041,-79.2171753206629
SIX POINTS PARK,Park,Playground,43.6396493454587,-79.5359065620747
KILGOUR PARKETTE,Park,,43.7164725773114,-79.3776871497608
DONORA PARK,Park,Playground,43.6998962511987,-79.2958184454463
ISABELLA VALANCY CRAWFORD PARK,Park,,43.64346639034,-79.3888117730631
BIRCHCREST PARK,Park,Playground,43.798649406494,-79.3217911974963
DEAN PARK,Park,"Ball Diamond, Playground, Sports Field",43.8012296250759,-79.1708445015416
REGENT PARK - ETOBICOKE,Park,,43.6817795652948,-79.4692869389882
CRAIGTON COURT TOT LOT,Park,Playground,43.7280211089426,-79.3012905193673
ST. JAMES TOWN WEST PARK,Park,Playground,43.6707107045291,-79.3756209057091
FRANKLIN PARK,Park,Playground,43.7552751357744,-79.4167507012537
CLOVERDALE PARK,Park,"Outdoor Fitness Equipment, Pickleball Court, Playground, Tennis Court",43.6338484582862,-79.5445523626801
HILLDOWNTREE PARKETTE,Park,,43.6602685893688,-79.5261787925754
BELLBURY PARK,Park,"Basketball Court, Outdoor Fitness Equipment, Outdoor Ping Pong/Table Tennis, Playground, Tennis Court, Washroom",43.7836678749099,-79.361302549172
TOPCLIFF PARK,Park,Playground,43.7557442113218,-79.5090239541926
MILTON BERGER PARK,Park,Playground,43.7330277079687,-79.4477362257678
STANLEY PARK ,Park,"Ball Diamond, Tennis Court",43.7419026903184,-79.5154063673252
NOBLE PARK,Park,"Ball Diamond, Basketball Court, Playground",43.6772297481904,-79.5012384961313
ROBERT BATEMAN PARKETTE,Park,,43.70145207672,-79.4147641133471
PINETREE PARK,Park,,43.7992940462504,-79.2340376132575
WHITE HAVEN PARK,Park,"Playground, Sports Field",43.7864689499606,-79.249763921773
TRUMPETER PARK,Park,,43.8072752306539,-79.1842110843139
175 THE POND ROAD PARK,Park,Ball Diamond,43.768974019928,-79.5067654297043
MOURNING DOVE PARK,Park,,43.8159575973189,-79.2248314680634
CHATSWORTH RAVINE,Park,,43.7206740900688,-79.4066756658513
HILLCREST PARK,Park,"Basketball Court, Dog Off-Leash Area, Outdoor Ping Pong/Table Tennis, Picnic Site, Playground, Tennis Court, Washroom",43.6759841969762,-79.4245259371429
OLYMPIC PARK,Park,,43.6427582841858,-79.3849326193171
BURNETT PARK,Park,,43.7599468962657,-79.432896531417
BREADALBANE PARK,Park,Dog Off-Leash Area,43.6638463286909,-79.3860028936044
DALRYMPLE PARK,Park,Playground,43.6789986003898,-79.4918372097563
BELL MANOR PARK,Park,Playground,43.6374793846013,-79.4923733779417
JIMMIE SIMPSON PARK,Park,"Ball Diamond, Basketball Court, Outdoor Dry Pad, Pickleball Court, Picnic Site, Playground, Sports Field, Tennis Court",43.6611735030375,-79.3447424177788
ALLAN GARDENS,Park,"Dog Off-Leash Area, Playground, Washroom",43.6618889949501,-79.3743323229422
BROADWAY AVENUE PARKETTE,Park,Playground,43.7114556184741,-79.3906387359476
DR. LILLIAN MCGREGOR PARK,Park,Playground,43.6641050735844,-79.3856258226403
CHAPMAN VALLEY PARK,Park,,43.6901484501822,-79.518873659699
PAUL KANE HOUSE PARKETTE,Park,,43.6657593609103,-79.3822077759743
ISLINGTON PARK,Park,Playground,43.7521823040435,-79.5690832508792
DORIS - NORTON PARK,Park,,43.7728396622132,-79.4125082146361
CONACHER PARK,Park,"Basketball Court, Outdoor Ping Pong/Table Tennis, Playground",43.7953012747537,-79.39807250273
FENNIMORE PARK,Park,"Ball Diamond, Playground",43.7456473278095,-79.5222973459818
MAPLE LEAF PARK,Park,"Ball Diamond, Basketball Court, Outdoor Fitness Equipment, Pickleball Court, Picnic Site, Playground, Tennis Court",43.7158024734685,-79.4934534865598
FAIRBANK MEMORIAL PARK,Park,"Ball Diamond, Basketball Court, Playground",43.6918448284323,-79.4477474522899
BOB HUNTER PARK,Park,"Ball Diamond, Dog Off-Leash Area",43.8004272308465,-79.1617142432747
ST. LUCIE PARK,Park,"Ball Diamond, Outdoor Fitness Equipment, Playground",43.7429693901279,-79.5428219110572
SISKEN TRAIL PARK,Park,Playground,43.8238561402348,-79.2185468359212
TRETHEWEY PARK EAST,Park,Playground,43.6964106506128,-79.486015167755
BEATY BOULEVARD PARKETTE,Park,,43.6382455512104,-79.4458133156066
ELIZABETH SIMCOE PARK,Park,"Playground, Sports Field, Tennis Court",43.739442831856,-79.2047485283955
HARVEST MOON PARK,Park,Playground,43.820982423122,-79.2092471498902
DEEKSHILL PARK,Park,,43.7664349874926,-79.1817695601707
TREVERTON PARK,Park,"Ball Diamond, Playground",43.7353136097232,-79.2677003343459
VESTA PARKETTE,Park,,43.6928955825511,-79.416635762898
MISTY HILLS PARK,Park,,43.8197203595949,-79.2158486585033
RUDDINGTON PARK,Park,"Outdoor Fitness Equipment, Playground, Tennis Court",43.7922885533047,-79.3892434200688
NEWGATE PARKETTE,Park,,43.7054300364353,-79.4379882025877
KENNEDY PARKETTE,Park,,43.8009487688573,-79.2958534915972
NEILSON PARK - SCARBOROUGH,Park,"Ball Diamond, Picnic Site, Playground, Skateboarding, Washroom",43.8135424498568,-79.2241518463904
SUNNYSIDE PARK,Park,"Beach, Picnic Site, Playground, Washroom",43.6375305774915,-79.4561092675306
MICHAEL POWER PARK,Park,Playground,43.6452823896747,-79.5310408897024
PELHAM AVENUE PLAYGROUND,Park,Playground,43.6683892321022,-79.4555608439005
GWENDOLYN MACEWEN PARKETTE,Park,,43.6686864812821,-79.4062610705423
REDBANK GREENBELT,Park,,43.7027816818672,-79.4834180956778
PINERY PARK,Park,,43.8082775764781,-79.2266873251981
HENRIETTA PARK,Park,Playground,43.6709745236182,-79.4808886867104
ORIOLE PARK - NORTH YORK,Park,"Ball Diamond, Playground, Tennis Court",43.7814908874303,-79.3510068720322
BLYTHDALE GREENBELT,Park,,43.7195664217876,-79.3843866743665
LINUS PARK,Park,"Playground, Sports Field",43.7886768109863,-79.3580375183937
BLANTYRE PARK,Park,"Ball Diamond, Picnic Site, Playground, Washroom",43.6830542875333,-79.2806428556746
BIRUNTHAN PARK,Park,"Basketball Court, Playground, Sports Field",43.8227342725767,-79.2255792804417
O'SHEA WALKWAY,Park,,43.7855134693699,-79.3541504400716
GEORGE CHATER PARKETTE,Park,,43.6509048054381,-79.4799131992429
GLEN PARK,Park,"Pickleball Court, Playground, Tennis Court",43.6508232826992,-79.5528803272222
BERCZY PARK,Park,,43.6480528779511,-79.375234190496
STAINES PARKETTE,Park,,43.8266846135766,-79.2220003931103
ANNIVERSARY PARK,Park,,43.6621037303964,-79.3674304896286
MALVERN WOODS,Park,Playground,43.8020888124355,-79.203518053536
ROYAL ROUGE TOT LOT,Park,Playground,43.8006661517343,-79.1466717071366
BLACKFRIAR PARK,Park,"Outdoor Fitness Equipment, Playground",43.694969071014,-79.5623742431236
ST. PHILLIPS ROAD PARKETTE,Park,,43.7000693063311,-79.5346902460412
FERGY BROWN PARK,Park,"Cricket Pitch Field, Washroom",43.6867736154231,-79.4973018106942
JOHN TABOR PARK,Park,"Ball Diamond, Sports Field",43.8058473571394,-79.2053712561929
REID MANOR PARK,Park,,43.6372178083439,-79.5051383761027
SNOWHILL PARK,Park,"Ball Diamond, Playground",43.7807374394861,-79.2631792351588
CORKTOWN COMMON,Park,"Playground, Sports Field, Washroom",43.654418402689,-79.3524612223528
CULLEN BRYANT PARK,Park,Playground,43.7004845171173,-79.3281830206633
THE ELMS PARK,Park,Playground,43.7196259015857,-79.5541450958593
UPPER ROUGE TRAIL PARK,Park,,43.8109536474042,-79.1855293386343
BONSPIEL PARK,Park,Playground,43.7916154076116,-79.1979039889356
BLACK CREEK SITE WEST,Park,,43.6754280500313,-79.4920042610625
SENECA HILL PARK,Park,"Playground, Sports Field, Tennis Court",43.7915047394902,-79.3517317131937
HUMBER BAY PROMENADE PARK,Park,,43.6186472443347,-79.4830472688375
EAST DON PARKLAND,Park,,43.787180660395,-79.3751505593801
RON WATSON PARK,Park,"Ball Diamond, Playground, Sports Field",43.7859917756285,-79.2960499786865
FAIRFIELD PARK,Park,Playground,43.6388778608929,-79.5196092739186
WILLESDEN PARK,Park,Playground,43.7941818981735,-79.3627993176405
MASSEYGROVE PARK,Park,"Basketball Court, Playground, Sports Field",43.7350044713691,-79.5871852979597
DUBRAY PARKETTE,Park,,43.7297547306757,-79.4782088404816
UPWOOD GREENBELT,Park,Playground,43.7061220142856,-79.4993961135255
BERRY ROAD PARK,Park,,43.6341189270698,-79.5014404996225
LOCHLEVEN PARK,Park,"Ball Diamond, Playground",43.7398532401817,-79.2215659896218
BEAUMONDE HEIGHTS PARK,Park,"Ball Diamond, Pickleball Court, Playground, Tennis Court",43.739501519699,-79.5724790482677
MAXOME PARK,Park,Playground,43.7877405718398,-79.3993938301102
PARK LAWN PARK,Park,"Ball Diamond, Pickleball Court, Playground, Sports Field, Tennis Court",43.6372818000982,-79.4946850679518
DRUMSNAB PARKETTE,Park,,43.6749462123112,-79.3676274966966
CLAIRLEA PARK,Park,"Outdoor Dry Pad, Pickleball Court, Playground, Sports Field, Tennis Court",43.7142966640977,-79.2876779290248
QUEEN'S PARK,Park,,43.6646172891636,-79.3923588952023
LAUGHLIN PARK,Park,"Outdoor Ping Pong/Table Tennis, Playground",43.6928213423716,-79.4364450021458
GLEN EDYTH DRIVE PARKETTE,Park,Playground,43.6786556054784,-79.4045915473557
BETHUNE PARK,Park,"Basketball Court, Playground",43.7435687359414,-79.2098666858774
LAVERY TRAIL PARK,Park,,43.7970615558501,-79.1632554181717
BEVERLY GLEN PARK,Park,"Ball Diamond, Playground, Sports Field",43.7983224879613,-79.3249612391724
ELM PARK - YORK,Park,Playground,43.7063327575616,-79.5162655962847
TAYLOR CREEK PARK,Park,"Firepit, Picnic Site, Washroom",43.6998842885054,-79.3105665780394
MARYLAND PARK,Park,"Playground, Tennis Court, Washroom",43.691845197535,-79.2952013420182
FRANKEL - LAMBERT PARK,Park,"Basketball Court, Outdoor Ping Pong/Table Tennis, Playground",43.6721621870241,-79.4244532700926
WALTER SAUNDERS MEMORIAL PARK,Park,"Basketball Court, Outdoor Fitness Equipment, Playground",43.6997395310475,-79.44777760595
IONVIEW PARK,Park,Playground,43.7390837454766,-79.275283139122
ELLISON PARK,Park,,43.7488387897477,-79.4422406039357
MATTY ECKLER PLAYGROUND,Park,"Outdoor Ping Pong/Table Tennis, Playground",43.667985915458,-79.3388322863323
GLEN LONG PARK,Park,Playground,43.7087472215643,-79.4557934172329
NORTH BENDALE PARK,Park,"Ball Diamond, Playground, Tennis Court",43.7697082616759,-79.2447949919632
MEGAN PARK,Park,Playground,43.7743530122858,-79.1732917369943
WEST TORONTO RAILPATH,Park,,43.6593660040801,-79.4519418977372
ACACIA PARK,Park,Playground,43.7199197708483,-79.5412051211802
HIGHVIEW PARK,Park,"Ball Diamond, Outdoor Fitness Equipment, Sports Field, Washroom",43.7026764543495,-79.2579386551214
SIR ADAM BECK PARK,Park,"Pickleball Court, Tennis Court, Washroom",43.6021214131556,-79.5475491027023
CANMORE PARK,Park,"Ball Diamond, Sports Field",43.7930835243075,-79.1772788261465
LES ANTHONY PARKETTE,Park,,43.6914488166855,-79.3229385273971
BESTVIEW PARK,Park,"Ball Diamond, Pickleball Court, Playground, Tennis Court",43.8025870792,-79.3836115734185
HOBART PARK,Park,"Ball Diamond, Playground",43.7892251324529,-79.3485761519183
SANDOWN PARK,Park,"Playground, Sports Field",43.7100020867203,-79.253350742804
SHEPTON WAY PARK,Park,Playground,43.8162183416016,-79.3056699315592
COXWELL RAVINE PARK,Park,"Dog Off-Leash Area, Picnic Site",43.698998547211,-79.3339120351956
HUMMINGBIRD PARK,Park,Playground,43.8279584890092,-79.2360651487481
EDGELEY PARK,Park,"Basketball Court, Outdoor Ping Pong/Table Tennis, Playground",43.7653927434246,-79.5182483409935
NORTH KIPLING PARK,Park,"Basketball Court, Playground",43.7521664904311,-79.5847567877476
MILNER PARKETTE,Park,,43.6722577071701,-79.3835935956195
HUMBERWOOD PARK,Park,Ball Diamond,43.7284972447305,-79.6196668718173
OLD ORCHARD PARK,Park,Playground,43.7307187884486,-79.421904322176
HUMBERLINE PARK,Park,"Basketball Court, Playground, Washroom",43.7309671381707,-79.6153240310977
WALLACE EMERSON PARK,Park,"Basketball Court, Outdoor Dry Pad, Playground, Sports Field",43.666780233638,-79.4405096759813
BURNHAMILL PARK,Park,Playground,43.6420850027459,-79.5856343913265
LAMPORT STADIUM PARK,Park,"Outdoor Ping Pong/Table Tennis, Playground",43.6387692569017,-79.4231847608823
CRESTHAVEN PARK,Park,"Playground, Tennis Court",43.7989881435492,-79.3632595733539
MARTINGROVE GARDENS PARK,Park,"Ball Diamond, Outdoor Dry Pad, Pickleball Court, Playground, Tennis Court",43.6891656137498,-79.563336836914
ORCHARD PARK,Park,"Firepit, Outdoor Ping Pong/Table Tennis, Picnic Site, Playground",43.6687247965392,-79.3141379322677
MCDAIRMID WOODS PARK,Park,"Pickleball Court, Playground, Sports Field, Tennis Court",43.7798555604823,-79.2676081437394
CONFEDERATION PARK,Park,"Basketball Court, Dog Off-Leash Area, Outdoor Dry Pad, Outdoor Fitness Equipment, Playground, Tennis Court",43.7739195595103,-79.2361470739595
ALBION GARDENS PARK,Park,"Pickleball Court, Playground, Tennis Court",43.7396441801143,-79.5589172142972
KIWANIS PARKETTE,Park,,43.6970637682828,-79.349664763892
MARILYN BELL PARK,Park,Disc Golf,43.6307757059226,-79.4301797006989
SEVERN CREEK PARK,Park,,43.6755819577691,-79.3864744427698
STANLEY PARK SOUTH - TORONTO,Park,"Ball Diamond, Dog Off-Leash Area, Outdoor Ping Pong/Table Tennis, Pickleball Court, Tennis Court, Washroom",43.6419107696079,-79.4089348232241
BENNINGTON HEIGHTS PARK,Park,"Ball Diamond, Pickleball Court, Playground, Tennis Court, Washroom",43.6950046633792,-79.3695658692435
EDGE PARK,Park,"Playground, Sports Field",43.7174828269775,-79.298195811959
HIGHLAND CREEK COMMUNITY PARK,Park,"Ball Diamond, Playground",43.7899080365667,-79.1796830448663
TALWOOD PARK,Park,Playground,43.7400608380583,-79.3556606283411
LEONARD LINTON PARK,Park,"Basketball Court, Playground, Skateboarding",43.7134383110989,-79.3540705472968
LESLIE GROVE PARK,Park,"Outdoor Ping Pong/Table Tennis, Playground, Washroom",43.6631596645465,-79.3335585857727
HTO PARK WEST,Park,,43.6374682825923,-79.3902225629547
WOODSWORTH PARKETTE,Park,,43.7652782555088,-79.3658512359462
ANSON PARK,Park,Ball Diamond,43.7271943247313,-79.2398445088303
MACGREGOR PLAYGROUND,Park,"Ball Diamond, Basketball Court, Playground, Washroom",43.6531646200621,-79.4421095776537
WENDERLY PARK,Park,"Ball Diamond, Playground",43.71169511994,-79.4464700199142
EXBURY PARK,Park,Playground,43.7304371521223,-79.504198887901
MASON ROAD PARK,Park,,43.7367353484378,-79.224991874129
GLENVIEW PARKETTE,Park,,43.7203399450791,-79.40407623642
SADDLETREE PARK,Park,"Basketball Court, Playground",43.8049007005986,-79.3774388258683
HIGHFIELD PARK,Park,Playground,43.7443639148968,-79.5892004391701
HUMEWOOD PARK,Park,Playground,43.6836982099568,-79.4261437677493
HOWARD TALBOT PARK,Park,"Ball Diamond, Pickleball Court, Playground, Sports Field, Tennis Court, Washroom",43.7106035019732,-79.3737533734198
ART EGGLETON PARK,Park,"Outdoor Ping Pong/Table Tennis, Playground",43.6593169513403,-79.4183591667403
VAN HORNE PARK,Park,"Basketball Court, Outdoor Fitness Equipment, Playground, Sports Field",43.7868715462289,-79.3374084183638
AVRO PARK,Park,,43.7365499679745,-79.462030974216
WELLESWORTH PARK,Park,"Ball Diamond, Playground, Sports Field, Washroom",43.6566143866502,-79.5743029490384
50 QUEENS QUAY EAST PARK,Park,"Dog Off-Leash Area, Outdoor Dry Pad, Pickleball Court",43.6432446311398,-79.3724974412338
FOREST HILL ROAD PARK,Park,Playground,43.6978490161659,-79.4068615626064
CAMBORNE PARKETTE,Park,,43.733474438311,-79.4977190985373
BOULTON DRIVE PARKETTE,Park,,43.6777565745698,-79.4032665706957
ST. STEVENS COURT PARKETTE,Park,,43.6640649486465,-79.5200446285393
MONCUR PLAYGROUND,Park,"Ball Diamond, Outdoor Dry Pad, Playground",43.6711095978645,-79.3176072897374
BROOKWELL PARK,Park,"Basketball Court, Playground",43.7458853711176,-79.4899670435411
BEECHGROVE PARK,Park,Playground,43.7691671426268,-79.1607166398653
BLUEHAVEN PARK,Park,"Outdoor Fitness Equipment, Playground, Sports Field",43.7452866152309,-79.5555452287284
TRUE DAVIDSON PARK,Park,,43.6921154691148,-79.3302113871142
COLONIAL PARK,Park,Playground,43.7384866237453,-79.2325356750278
BATHURST - WILSON PARKETTE,Park,,43.7370362991699,-79.4332215323722
YORK MILLS VALLEY PARK,Park,"Playground, Tennis Court",43.7393437778261,-79.4047893185991
TURNBERRY NORTH PARK,Park,Playground,43.6792546449655,-79.4668768474068
LEYTON TOT LOT,Park,Playground,43.6987051301587,-79.2807906259358
ALEX MARCHETTI PARK,Park,Playground,43.695358858445,-79.5410305475924
REGAN PARK,Park,Playground,43.8067704724962,-79.1802056919339
SUNNYSIDE BIKE PARK,Park,,43.6369601064325,-79.4645980412859
SCOTIA PARKETTE,Park,,43.6949939278194,-79.2719658425565
CHERRY BEACH SPORTS FIELDS,Park,"Playground, Sports Field, Washroom",43.6407670756302,-79.3415309519688
WITHROW PARK,Park,"Ball Diamond, Basketball Court, Dog Off-Leash Area, Firepit, Outdoor Dry Pad, Outdoor Fitness Equipment, Outdoor Ping Pong/Table Tennis, Pickleball Court, Picnic Site, Playground, Sports Field, Tennis Court, Washroom",43.6744320621775,-79.3469330563353
GRACEFIELD PARK,Park,Playground,43.7080609664026,-79.4913346961255
FLORENCE GELL PARK,Park,Playground,43.6619455882482,-79.4981658015625
REKAI FAMILY PARKETTE,Park,,43.6719765076263,-79.3698722667743
JOEL WEEKS PARK,Park,"Basketball Court, Playground",43.6595379309538,-79.3527837670335
ROBERT LEEK MEMORIAL PARK,Park,Playground,43.737893026378,-79.4670012625496
SOUTHERN LINEAR PARK,Park,,43.6393817410865,-79.3911442880518
ROYCROFT PARK LANDS,Park,,43.6806764724766,-79.4052515716239
PANTRY PARK,Park,"Outdoor Track, Sports Field, Washroom",43.6672721136088,-79.3019986014243
LESCON PARK,Park,Playground,43.7799137415747,-79.3594346416342
LARRY SEFTON PARK,Park,,43.6543992712825,-79.383661904441
LINKWOOD LANE PARKETTE,Park,,43.7187680292429,-79.3274580529626
120 QUEENS QUAY E PARK,Park,,43.6443162145864,-79.3689450613581
EARL BALES PARK,Park,"Dog Off-Leash Area, Firepit, Picnic Site, Playground, Washroom",43.7526488527384,-79.4311230903258
DOUGLAS PARK,Park,Playground,43.6120162505921,-79.5369887325881
BISSET PARK,Park,,43.6089287376159,-79.5545434216875
LAURA ELLIS PARK,Park,,43.7919216538262,-79.1511175856088
ALDERWOOD MEMORIAL PARK,Park,Playground,43.6054642578905,-79.544369853664
SORAUREN AVENUE PARK,Park,"Ball Diamond, Dog Off-Leash Area, Sports Field, Tennis Court",43.6486487316384,-79.4430674797808
RIVERDALE PARK EAST,Park,"Ball Diamond, Dog Off-Leash Area, Outdoor Dry Pad, Outdoor Fitness Equipment, Outdoor Ping Pong/Table Tennis, Outdoor Track, Pickleball Court, Picnic Site, Playground, Sports Field, Tennis Court, Washroom",43.6700504650072,-79.3557408645383
MALLORY GREEN,Park,,43.695592180044,-79.3671916156233
MACPHERSON AVENUE PARKETTE,Park,,43.6778239568988,-79.3985708415817
JEFF SLOAN PLAYGROUND,Park,Playground,43.6705322685674,-79.3099260641846
WHITEHALL PARKETTE,Park,,43.684329850699,-79.3833210556184
LEN FORD PARK,Park,,43.5882542752267,-79.5332350286288
THIRTY EIGHTH STREET PARK,Park,Playground,43.5881987423261,-79.5373830942276
UNDERPASS PARK,Park,"Basketball Court, Picnic Site, Playground, Skateboarding",43.6557647312161,-79.354806376871
MEASUREMENT PARK,Park,,43.6663532013004,-79.3125964610178
ELMBROOK PARK,Park,Playground,43.6605139533021,-79.5844371817406
WHITNEY PARK,Park,,43.6836864603582,-79.373119274136
MARKET GARDEN MEWS,Park,Playground,43.623114420146,-79.5130232808925
CALEDONIA PARK,Park,"Ball Diamond, Cricket Pitch Field, Sports Field, Washroom",43.7137563346191,-79.4649273999112
CHARLOTTETOWN PARK,Park,"Ball Diamond, Playground, Sports Field, Tennis Court",43.7816672765337,-79.140237815241
SPRING GARDEN PARK,Park,,43.6415759118456,-79.5139289853215
SOUTH HUMBER PARK,Park,,43.6358395342805,-79.4811386368156
THE GORE,Park,,43.6358228733839,-79.4076858481386
BETTY SUTHERLAND TRAIL PARK,Park,,43.7645427725753,-79.3517897389954
SHAWNEE PARK,Park,"Outdoor Fitness Equipment, Pickleball Court, Playground, Tennis Court",43.7970431590274,-79.3383512389528
