Name,Latitude,Longitude
Rexall,43.6482167,-79.3738679
I.D.A.,43.6958427,-79.4484955
Lord's Pharmacy,43.6673659,-79.3727467
Metro Drugs,43.6565647,-79.3761509
Rexall,43.650622,-79.3870133
I.D.A.,43.6541963,-79.3906072
Augusta Central Pharmacy,43.6572993,-79.4043338
Biopharmacy,43.6776613,-79.4435179
Shoppers Drug Mart,43.6109556,-79.5584004
L & A Pharmacy,43.672582,-79.3200337
I.D.A.,43.7753375,-79.3360997
Shoppers Drug Mart,43.6439215,-79.4190102
Shoppers Drug Mart,43.808411,-79.2697737
Health Drug Mart,43.7737856,-79.3409023
Shoppers Drug Mart,43.6970025,-79.5016838
Pharmasave,43.6600927,-79.5137017
Rumball Drug Mart,43.6887189,-79.3256005
Rexall,43.768331,-79.4131418
Shoppers Drug Mart,43.6476414,-79.3709362
Rexall,43.6318736,-79.5551867
Shoppers Drug Mart,43.6829908,-79.5662745
Scarborough Pharmacy,43.7308529,-79.2757664
Shoppers Drug Mart,43.7489547,-79.5602282
Shoppers Drug Mart,43.7863229,-79.4691375
Shoppers Drug Mart,43.7468827,-79.3846841
St. James Drug Mart,43.6686905,-79.3723719
Howard Pharmacy,43.6711478,-79.3750842
Keele & Rogers Medical Centre Pharmacy,43.6804564,-79.4730944
Kipling Pharmacy,43.719619,-79.5694076
Danny's Wellness Pharmacy,43.6219718,-79.5234358
Shoppers Drug Mart,43.6230194,-79.4824595
Rexall,43.6411367,-79.3784133
Guardian,43.6606415,-79.5820808
Shoppers Drug Mart,43.7699656,-79.1853111
I.D.A.,43.6987194,-79.3969091
Guardian,43.7513779,-79.2635084
Remedy'sRx,43.6371292,-79.3959932
Humber Green Pharmacy,43.7316545,-79.5992682
Permanent Drug Mart,43.7312395,-79.6003168
Rexall,43.7612636,-79.4102202
Medi Choice Pharmacy,43.6678958,-79.3433037
Rexall,43.6496473,-79.3832647
I.D.A.,43.638944,-79.4265186
Dufferin Gate Pharmacy,43.6390015,-79.4276774
Pharmasave,43.8008131,-79.2002373
PharmaDocs Pharmacy & Clinic,43.59571,-79.5289988
Newe Towne Medical Pharmacy,43.7973773,-79.3154149
Metro Pharmacy,43.6490752,-79.3730139
Warden Medical Pharmacy,43.7776456,-79.3085524
I.D.A.,43.7773565,-79.2326953
