NAME,ADDRESS_FULL,BOARD_NAME,SCHOOL_TYPE_DESC,Latitude,Longitude
AL AZHAR ACADEMY OF CANADA SCHOOL & UMMAH NABAWIAH MOSQUE,2074 Kipling Ave,,Private,43.7148769185254,-79.5692116239686
AL AZHAR ISLAMIC SCHOOL,100 McLevin Ave,,Private,43.8015539474172,-79.2365750799133
AL AZHAR ISLAMIC SCHOOL - MAIN OFFICE,100 McLevin Ave,,Private,43.8015539474172,-79.2365750799133
AL HAADI SCHOOL,690 Progress Ave,,Private,43.777941595248,-79.2484031068229
AL IKHLAAS FOUNDATION SCHOOL,2050 Kipling Ave,,Private,43.7133317748297,-79.5685183129017
ALATHENA INTERNATIONAL ACADEMY - NORTH YORK,1446 Don Mills Rd,,Private,43.7516228391091,-79.3476788001871
ALATHENA INTERNATIONAL ACADEMY SECONDARY SCHOOL - SCARBOROUGH,1065 McNicoll Ave,,Private,43.8036813180512,-79.3326615935038
ALATHENA INTERNATIONAL ELEMENTARY SCHOOL,1446 Don Mills Rd,,Private,43.7516228391091,-79.3476788001871
ALBERT CAMPBELL COLLEGIATE INSTITUTE,1550 Sandhurst Crcl,Toronto District School Board,English Public,43.8092625383141,-79.272424472942
ALBION HEIGHTS JR MDL SCHOOL,45 Lynmont Rd,Toronto District School Board,English Public,43.7313882639787,-79.5943154958931
ALBION LINC ,1530 Albion Rd,Toronto District School Board,English Public,43.7417625405401,-79.5846021379965
ALBORZ EDUCATION CENTRE,20 Tangreen Crt,,Private,43.7954555029252,-79.4265072535272
ALEXANDER MUIR GLADSTONE AVE & THE GROVE,108 Gladstone Ave,Toronto District School Board,English Public,43.6460212506421,-79.4288472631571
ALEXANDER STIRLING PUBLIC SCHOOL,70 Fawcett Trl,Toronto District School Board,English Public,43.8116563341027,-79.2076059404946
ALEXMUIR JR PUBLIC SCHOOL,95 Alexmuir Blvd,Toronto District School Board,English Public,43.809109322683,-79.2856134903058
AL-HIDAYAH ACADEMY SCHOOL,65 Rexdale Blvd,,Private,43.7126921165061,-79.560003318024
ALIF CANADA ELEMENTARY SCHOOL,505 Ellesmere Rd,,Private,43.7621567551346,-79.2949212969799
ALIVE MONTESSORI AND PRIVATE SCHOOL,2 Wembley Rd,,Private,43.7018869538787,-79.4260607598411
ALL SAINTS CATHOLIC ELEMENTARY SCHOOL,1435 Royal York Rd,Toronto Catholic District School Board,English Separate,43.6852216298202,-79.5270811217707
ALLENBY JR PUBLIC SCHOOL,391 St Clements Ave,Toronto District School Board,English Public,43.7094356428595,-79.4127877318278
AL-MADRASAH AL-INAMIYYAH PRIVATE SCHOOL,3665 Lawrence Ave E,,Private,43.7603212832081,-79.2204196021519
ALPHA ALTERNATIVE & OASIS ALTERNATIVE,20 Brant St,Toronto District School Board,English Public,43.6457220331711,-79.3982225847432
ALPHA QUALITY EDUCATION SCHOOL,6120A Yonge St,,Private,43.7916222612949,-79.418932071581
AL-QASIM ACADEMY,3482 Lawrence Ave E,,Private,43.7601291728776,-79.2270980415753
ALVIN CURLING PUBLIC SCHOOL,50 Upper Rouge Trl,Toronto District School Board,English Public,43.8084816562815,-79.1902392505261
AMAIRAH PRIVATE SCHOOL,1625 Albion Rd,,Private,43.7417121222243,-79.5945953168473
AMANAH ACADEMY NORTH AMERICA FOUNDATION SCHOOL,4140 Finch Ave E,,Private,43.8035730926055,-79.2901496153402
AMBERWOOD ACADEMY,201 Consumers Rd,,Private,43.7721013757365,-79.3322488674553
AMESBURY MDL SCHOOL,201 Gracefield Ave,Toronto District School Board,English Public,43.7083877022289,-79.4936442925421
ANCASTER PUBLIC SCHOOL,44 Ancaster Rd,Toronto District School Board,English Public,43.732866171726,-79.4669926271694
ANNETTE ST JR SR & HIGH PARK ALTERNATIVE JR,265 Annette St,Toronto District School Board,English Public,43.6614231859019,-79.4728312797592
ANNUNCIATION CATHOLIC ELEMENTARY SCHOOL,65 Avonwick Gt,Toronto Catholic District School Board,English Separate,43.7531144810912,-79.3210503278597
ANSON PARK PUBLIC SCHOOL,30 Macduff Cres,Toronto District School Board,English Public,43.7261289165667,-79.2411154201694
ANSON S TAYLOR JR PUBLIC SCHOOL ,20 Placentia Blvd,Toronto District School Board,English Public,43.8042919764275,-79.2615613356444
APOLLO HIGH SCHOOL,80 Sheppard Ave W,,Private,43.7608557185021,-79.4150469915869
ARBOR GLEN PUBLIC SCHOOL,55 Freshmeadow Dr,Toronto District School Board,English Public,43.8094863867353,-79.3557094447754
ARMOUR HEIGHTS PUBLIC SCHOOL ,148 Wilson Ave,Toronto District School Board,English Public,43.7409100432478,-79.4195222787578
ARROWSMITH SCHOOL - BLDG 1,245 St Clair Ave W,,Private,43.6854893204605,-79.4057974161555
ARROWSMITH SCHOOL - BLDG 2,243 St Clair Ave W,,Private,43.6855028020622,-79.4056854013319
ASSOCIATED HEBREW JR SCHOOL - POSLUNS CAMPUS,18 Neptune Dr,,Private,43.7314993862085,-79.4342526359317
ASSOCIATED HEBREW MIDDLE SCHOOL - HURWICH CAMPUS,252 Finch Ave W,,Private,43.7753161015838,-79.4384699547393
AVALON CHILDREN'S MONTESSORI SCHOOL,65 Glen Manor Dr,,Private,43.6711142558566,-79.2921448591768
AVONDALE PUBLIC & AVONDALE ALTERNATIVE ELEMENTARY SCHOOL,171 Avondale Ave,Toronto District School Board,English Public,43.7596784143197,-79.4000020943236
AVONDALE SECONDARY ALTERNATIVE SCHOOL ,24 Silverview Dr,Toronto District School Board,English Public,43.7863065106423,-79.4118431542439
AVRO ACADEMY,1640A Avenue Rd,,Private,43.7259898430287,-79.4174202535642
BAIS CHAYA MUSHKA ELEMENTARY SCHOOL,4375 Chesswood Dr,,Private,43.7607082264476,-79.4774419814072
BAIS CHOMESH HIGH SCHOOL FOR GIRLS,3600 Bathurst St,,Private,43.7311158004386,-79.4330769430682
BAIS YAAKOV ELEMENTARY SCHOOL,15 Saranac Blvd,,Private,43.721429256651,-79.431869443854
BALA AVENUE COMMUNITY SCHOOL,6 Bala Ave,Toronto District School Board,English Public,43.6894622237887,-79.4990122716087
BALANCED EDUCATION NETWORK B.E.N. SCHOOL,394 Harvie Ave,,Private,43.6875353134585,-79.4546890976067
BALMY BEACH COMMUNITY SCHOOL,14 Pine Ave,Toronto District School Board,English Public,43.6764359194877,-79.289826941499
BANNOCKBURN MONTESSORI SCHOOL & BETH TIKVAH SYNAGOGUE,3080 Bayview Ave,,Private,43.7788595464844,-79.3919253803582
BANTING AND BEST PUBLIC SCHOOL ,380 Goldhawk Trl,Toronto District School Board,English Public,43.8268714163484,-79.2798335039423
BAY SCHOOL OF CANADA,1110 Sheppard Ave E,,Private,43.7713400056617,-79.3690330080322
BAYVIEW GLEN ELEMENTARY SCHOOL,275 Duncan Mill Rd,,Private,43.760908681756,-79.351409624544
BAYVIEW GLEN PRIVATE SCHOOL,85 Moatfield Dr,,Private,43.7590325568427,-79.3518336805625
BAYVIEW MIDDLE SCHOOL,25 Bunty Lane,Toronto District School Board,English Public,43.7762622265316,-79.3852946788356
BEACHES ALTERNATIVE JR & KIMBERLEY JR,50 Swanwick Ave,Toronto District School Board,English Public,43.6826199722785,-79.2991278839731
BEACHES MONTESSORI,950 Kingston Rd,,Private,43.6806140984187,-79.2878066060172
BEAUMONDE HEIGHTS JR MDL SCHOOL,70 Monterrey Dr,Toronto District School Board,English Public,43.7426035565314,-79.5747551861525
BEDFORD PARK PUBLIC SCHOOL,81 Ranleigh Ave,Toronto District School Board,English Public,43.7277982581742,-79.4002783723743
BELLMERE JR PUBLIC SCHOOL,470 Brimorton Dr,Toronto District School Board,English Public,43.7719692863916,-79.23514687523
BENDALE JR PUBLIC SCHOOL,61 Benshire Dr,Toronto District School Board,English Public,43.7625671183697,-79.2448802576444
BENNINGTON HEIGHTS ELEMENTARY SCHOOL ,76 Bennington Heights Dr,Toronto District School Board,English Public,43.6939854007409,-79.3687780820258
BERNER TRAIL JR PUBLIC SCHOOL ,120 Berner Trl,Toronto District School Board,English Public,43.8014341079073,-79.2211413058912
BESSBOROUGH DRIVE ELEMENTARY SCHOOL,211 Bessborough Dr,Toronto District School Board,English Public,43.7072147378542,-79.3701352031944
BETH JACOB HIGH SCHOOL FOR GIRLS,410 Lawrence Ave W,,Private,43.7207940844222,-79.4237607656785
BEVERLEY & SUBWAY ACADEMY TWO,64 Baldwin St,Toronto District School Board,English Public,43.6558174279277,-79.3955979715671
BEVERLEY HEIGHTS MDL SCHOOL,26 Troutbrooke Dr,Toronto District School Board,English Public,43.7330245969919,-79.5047717321441
BEVERLY GLEN JR PUBLIC SCHOOL,85 Beverly Glen Blvd,Toronto District School Board,English Public,43.7986530998679,-79.3230676298928
BIALIK HEBREW DAY SCHOOL,2760 Bathurst St,,Private,43.7107064288581,-79.428122887706
BIRCH CLIFF HEIGHTS PUBLIC SCHOOL,120 Highview Ave,Toronto District School Board,English Public,43.7017413937537,-79.259816624788
BIRCH CLIFF PUBLIC SCHOOL,1650 Kingston Rd,Toronto District School Board,English Public,43.6919887241508,-79.2655686242961
BIRCHMOUNT PARK COLLEGIATE INSTITUTE ,3663 Danforth Ave,Toronto District School Board,English Public,43.697753029491,-79.2594545253619
BIRMINGHAM INTERNATIONAL COLLEGIATE OF CANADA,90 Eglinton Ave W,,Private,43.7064425727499,-79.4011690846099
BISHOP ALLEN ACADEMY,721 Royal York Rd,Toronto Catholic District School Board,English Separate,43.6344279205784,-79.5044646756763
BISHOP MACDONELL CATHOLIC ELEMENTARY,20 Brunel Crt,Toronto Catholic District School Board,English Separate,43.639270767533,-79.3942756638905
BISHOP MARROCCO THOMAS MERTON CATHOLIC SECONDARY SCHOOL,1515 Bloor St W,Toronto Catholic District School Board,English Separate,43.655857833558,-79.4518077136626
BISHOP STRACHAN SCHOOL,298 Lonsdale Rd,,Private,43.690345107705,-79.4093249176371
BLACKSMITH PUBLIC SCHOOL,45 Blacksmith Cres,Toronto District School Board,English Public,43.7711639591637,-79.5268106869839
BLAKE ST JR & EAST ALTERNATIVE,21 Boultbee Ave,Toronto District School Board,English Public,43.6718063689636,-79.3384762500832
BLANTYRE PUBLIC SCHOOL ,290 Blantyre Ave,Toronto District School Board,English Public,43.6851000843951,-79.2838646531108
BLAYDON PUBLIC SCHOOL ,25 Blaydon Ave,Toronto District School Board,English Public,43.735357222836,-79.4862561391138
BLESSED MARGHERITA OF CITTA DI CASTELLO CATHOLIC ELEMENTARY SCHOOL,108 Spenvalley Dr,Toronto Catholic District School Board,English Separate,43.7436724724678,-79.5079140443714
BLESSED PIER GIORGIO FRASSATI CATHOLIC ELEMENTARY SCHOOL,8 Seasons Dr,Toronto Catholic District School Board,English Separate,43.8298752034525,-79.2327375191257
BLESSED SACRAMENT CATHOLIC ELEMENTARY SCHOOL,24 Bedford Park Ave,Toronto Catholic District School Board,English Separate,43.7274816103799,-79.4039975153705
BLESSED TRINITY CATHOLIC ELEMENTARY SCHOOL,3205 Bayview Ave,Toronto Catholic District School Board,English Separate,43.7868975436176,-79.391826199989
BLISS CARMAN SR PUBLIC SCHOOL,10 Bellamy Rd S,Toronto District School Board,English Public,43.732648962951,-79.2256018786147
BLOOR C.I. & ALPHA II ALTERNATIVE,1141 Bloor St W,Toronto District School Board,English Public,43.6592551025075,-79.4364436944014
BLOORDALE MDL SCHOOL,10 Toledo Rd,Toronto District School Board,English Public,43.6391456489153,-79.5719465300651
BLOORLEA MDL SCHOOL ,4050 Bloor St W,Toronto District School Board,English Public,43.6376529320238,-79.5556754935908
BLOORVIEW SCHOOL AUTHORITY,150 Kilgour Rd,,Private,43.7184095981531,-79.3729629876089
BLUE GENE EDUCATION SCHOOL,11A Glen Watford Dr,,Private,43.7866780963874,-79.2756210517415
BLYTH ACADEMY SCHOOL - DOWNSVIEW PARK,75 Carl Hall Rd,,Private,43.7468504624279,-79.4747861441606
BLYTH ACADEMY SCHOOL - ETOBICOKE,2489 Bloor St W,,Private,43.6476318294668,-79.4865438361652
BLYTH ACADEMY SCHOOL - LAWRENCE PARK,2660 Yonge St,,Private,43.7160130809748,-79.4005921361057
BLYTHWOOD JR PUBLIC SCHOOL,2 Strathgowan Cres,Toronto District School Board,English Public,43.7199314988808,-79.3895057084414
BNEI AKIVA SCHOOL - ULPANAT OROT,45 Canyon Ave,,Private,43.7582180659533,-79.4382145878534
BNOS BAIS YAAKOV SCHOOL FOR GIRLS,2949 Bathurst St,,Private,43.7165295830243,-79.4288203417634
BNOS CHAYA ,3995 Bathurst St,,Private,43.7441315066839,-79.4352979243294
BOARDWALK MONTESSORI SCHOOL,1975B Queen St E,,Private,43.6696163293087,-79.3005329432302
BON BERGER CATHOLIC ELEMENTARY SCHOOL,343 Jones Ave,Conseil scolaire de district catholique Centre-Sud,French Separate,43.6726264610924,-79.3367397035768
BOND ACADEMY SCHOOL,1500 Birchmount Rd,,Private,43.756523216951,-79.2903117142674
BOWMORE ROAD JR & SR PUBLIC SCHOOL ,80 Bowmore Rd,Toronto District School Board,English Public,43.676063664796,-79.3144917153579
BRAEBURN JR SCHOOL,15 Tandridge Cres,Toronto District School Board,English Public,43.7280298273892,-79.5488638133372
BRAEMAR COLLEGE PRIVATE SECONDARY SCHOOL,229 College St,,Private,43.6581269361942,-79.3975131902069
BRANKSOME HALL GIRLS SCHOOL,10 Elm Ave,,Private,43.675062372312,-79.3798154376982
BREBEUF COLLEGE SCHOOL,211 Steeles Ave E,Toronto Catholic District School Board,English Separate,43.8002282400109,-79.4026251522927
BRIAN PUBLIC SCHOOL,95 Brian Dr,Toronto District School Board,English Public,43.7824531904325,-79.331933544035
BRIARCREST JR SCHOOL,60 Wellesworth Dr,Toronto District School Board,English Public,43.6664657716455,-79.5800752804407
BRIDLEWOOD JR PUBLIC SCHOOL ,60 Bridlewood Blvd,Toronto District School Board,English Public,43.7807962711677,-79.3150953883817
BRIGHT START ACADEMY SCHOOL,4630 Dufferin St,,Private,43.7732445761783,-79.4682899064453
BRIGHTON SCHOOL,150 Wynford Dr,,Private,43.7272092902216,-79.3266382905453
BRIMWOOD BOULEVARD JR PUBLIC SCHOOL ,151 Brimwood Blvd,Toronto District School Board,English Public,43.8116998848004,-79.2740896574429
BROADACRES JR SCHOOL ,45 Crendon Dr,Toronto District School Board,English Public,43.6480667176351,-79.5720207319543
BROADLANDS PUBLIC SCHOOL,106 Broadlands Blvd,Toronto District School Board,English Public,43.7457277227854,-79.316462271329
BROCK JR PUBLIC SCHOOL ,93 Margueretta St,Toronto District School Board,English Public,43.6530496924269,-79.4378441314772
BROOKHAVEN PUBLIC SCHOOL,70 Brookhaven Dr,Toronto District School Board,English Public,43.702506311229,-79.4956943989549
BROOKLYN COLLEGE SECONDARY SCHOOL,150 Lesmill Rd,,Private,43.7593992803488,-79.3586470250663
BROOKMILL BOULEVARD JR PUBLIC SCHOOL,25 Brookmill Blvd,Toronto District School Board,English Public,43.80122038284,-79.3148680045935
BROOKSIDE PUBLIC SCHOOL,75 Oasis Blvd,Toronto District School Board,English Public,43.8303652064155,-79.2338532994675
BROOKVIEW MDL SCHOOL & BROOKVIEW LINC,4505 Jane St,Toronto District School Board,English Public,43.7674572380872,-79.5172466551502
BROWN JR PUBLIC SCHOOL,454 Avenue Rd,Toronto District School Board,English Public,43.6849129181957,-79.4013122747142
BRUCE JR PUBLIC SCHOOL,51 Larchmount Ave,Toronto District School Board,English Public,43.6610358159785,-79.3333360558731
BUCHANAN PUBLIC SCHOOL,4 Bucannan Rd,Toronto District School Board,English Public,43.7514123659806,-79.2999282686155
BURNHAMTHORPE COLLEGIATE & ADULT LEARNING CENTRE ,500 The East Mall,Toronto District School Board,English Public,43.6491679256634,-79.5616948758766
BURROWS HALL JR PUBLIC SCHOOL,151 Burrows Hall Blvd,Toronto District School Board,English Public,43.792697960518,-79.2288180080604
C D FARQUHARSON JR PUBLIC SCHOOL,1965 Brimley Rd,Toronto District School Board,English Public,43.784467159758,-79.2661055358191
C R MARCHANT MDL SCHOOL,1 Ralph St,Toronto District School Board,English Public,43.7017214781638,-79.5129333966558
C W JEFFERYS COLLEGIATE INSTITUTE,340 Sentinel Rd,Toronto District School Board,English Public,43.7582792583815,-79.4999125095246
CAESAR INTERNATIONAL ACADEMY,20 Eglinton Ave E,,Private,43.7072745117212,-79.3976464994121
CALICO PUBLIC SCHOOL ,35 Calico Dr,Toronto District School Board,English Public,43.7379061764681,-79.5035920382592
CAMERON PUBLIC SCHOOL,211 Cameron Ave,Toronto District School Board,English Public,43.7543606984639,-79.421251554251
CANAAN GLOBAL ACADEMY,32 Kern Rd,,Private,43.7499003413721,-79.3506864852167
CANADA INTERNATIONAL COLLEGE SCHOOL,2347 Kennedy Rd,,Private,43.7840565219055,-79.2882892370706
CANADIAN MARTYRS CATHOLIC ELEMENTARY SCHOOL,520 Plains Rd,Toronto Catholic District School Board,English Separate,43.6981999203505,-79.3193386362478
CANADIAN MEMORIAL CHIROPRACTIC COLLEGE SCHOOL,6100 Leslie St,,Private,43.8035723454245,-79.3720534028883
CANADIAN TAMIL ACADEMY,8 Milner Ave,,Private,43.7859309725289,-79.2560647526698
CAN-AIM HIGH SCHOOL,2 Elmhurst Dr,,Private,43.7251340041367,-79.551444275464
CARDINAL CARTER ACADEMY FOR THE ARTS,36 Greenfield Ave,Toronto Catholic District School Board,English Separate,43.7640950103093,-79.4097615824432
CARDINAL LEGER CATHOLIC ELEMENTARY SCHOOL,600 Morrish Rd,Toronto Catholic District School Board,English Separate,43.7932879519401,-79.1754616226425
CAREER QUEST - TORONTO,129 Yorkville Ave,,Private,43.6704891897759,-79.3935194605903
CAREERQUEST,150 Eglinton Ave E,,Private,43.7078976710401,-79.3940035498281
CARLETON VILLAGE JR & SR PUBLIC SCHOOL,315 Osler St,Toronto District School Board,English Public,43.6723528079383,-79.4600288033669
CASSANDRA PUBLIC SCHOOL,45 Cassandra Blvd,Toronto District School Board,English Public,43.7484250053493,-79.3289014753509
CASTLEBAR JR SCHOOL,70 Chartwell Rd,Toronto District School Board,English Public,43.6305564879895,-79.5137942125371
CEDAR DRIVE JR PUBLIC SCHOOL,21 Gatesview Ave,Toronto District School Board,English Public,43.7458528095017,-79.215050939271
CEDARBRAE COLLEGIATE INSTITUTE,550 Markham Rd,Toronto District School Board,English Public,43.7563408988376,-79.2259248559894
CEDARBROOK JR PUBLIC SCHOOL ,56 Nelson St,Toronto District School Board,English Public,43.7472933923281,-79.2301927515264
CEDARVALE COMMUNITY SCHOOL ,145 Ava Rd,Toronto District School Board,English Public,43.696025486871,-79.4302837269918
CENTENNIAL COLLEGE - DOWNSVIEW CAMPUS,65 Carl Hall Rd,,College,43.7473823846262,-79.4761936970209
CENTENNIAL COLLEGE - MIDLAND CAMPUS,1163 Ellesmere Rd,,College,43.7678315544081,-79.2705436866784
CENTENNIAL COLLEGE SCHOOL - ASHTONBEE CAMPUS,75 Ashtonbee Rd,,College,43.7307013783081,-79.2897867296388
CENTENNIAL COLLEGE SCHOOL - CARLAW CAMPUS ,951 Carlaw Ave,,College,43.6846512620714,-79.3488606053088
CENTENNIAL COLLEGE SCHOOL - MORNINGSIDE CAMPUS ,755 Morningside Ave,,College,43.7860239310755,-79.1929331612857
CENTENNIAL COLLEGE SCHOOL - PROGRESS CAMPUS,941 Progress Ave,,College,43.7852646605478,-79.2270264219067
CENTENNIAL ROAD JR PUBLIC SCHOOL ,271 Centennial Rd,Toronto District School Board,English Public,43.7869622763272,-79.1500238078626
CENTRAL ETOBICOKE HIGH SCHOOL,10 Denfield St,Toronto District School Board,English Public,43.6790185578849,-79.5554889336889
CENTRAL MONTESSORI SCHOOL - WILLOWDALE,157 Willowdale Ave,,Private,43.7666501469879,-79.4004166171823
CENTRAL MONTESSORI SCHOOL - YORK MILLS,18 Coldwater Rd,,Private,43.7558289304582,-79.3584573826796
CENTRAL TECHNICAL SCHOOL,725 Bathurst St,Toronto District School Board,English Public,43.6628382420106,-79.4085177947948
CENTRAL TORONTO ACADEMY & HORIZON ALTERNATIVE SR,570 Shaw St,Toronto District School Board,English Public,43.657978462827,-79.4219986112882
CENTREPOINT LINC,6464 Yonge St,Toronto District School Board,English Public,43.7958512114194,-79.422382771195
CESTAR HIGH SCHOOL,271 Yorkland Blvd,,Private,43.7737288529858,-79.3355275145792
CHALKFARM PUBLIC SCHOOL,100 Chalkfarm Dr,Toronto District School Board,English Public,43.7271064323401,-79.5143927419889
CHAMINADE COLLEGE SCHOOL,490 Queen's Dr,Toronto Catholic District School Board,English Separate,43.7100909589739,-79.4960594579928
CHARLES E WEBSTER JR PUBLIC SCHOOL,1900 Keele St,Toronto District School Board,English Public,43.6934344434159,-79.475099515903
CHARLES G FRASER JR PUBLIC SCHOOL ,79 Manning Ave,Toronto District School Board,English Public,43.6485300830641,-79.4094836303214
CHARLES GORDON SR PUBLIC SCHOOL,25 Marcos Blvd,Toronto District School Board,English Public,43.7462850480666,-79.2605263117434
CHARLES H BEST MDL SCHOOL ,285 Wilmington Ave,Toronto District School Board,English Public,43.7674452465892,-79.4586302368016
CHARLOTTETOWN JR PUBLIC SCHOOL ,85 Charlottetown Blvd,Toronto District School Board,English Public,43.7820702346732,-79.1422089559982
CHARTLAND JR PUBLIC SCHOOL,109 Chartland Blvd S,Toronto District School Board,English Public,43.799988726269,-79.2785043435939
CHEROKEE PUBLIC SCHOOL ,390 Cherokee Blvd,Toronto District School Board,English Public,43.7987627465793,-79.338614744436
CHESTER ELEMENTARY SCHOOL ,115 Gowan Ave,Toronto District School Board,English Public,43.6876023807709,-79.3517099846563
CHESTER LE JR PUBLIC SCHOOL,201 Chester Le Blvd,Toronto District School Board,English Public,43.7985877008564,-79.3310953374293
CHIEF DAN GEORGE PUBLIC SCHOOL ,185 Generation Blvd,Toronto District School Board,English Public,43.8027223090495,-79.1638346582217
CHILDREN'S GARDEN JUNIOR SCHOOL,670 Eglinton Ave E,,Private,43.7123432679621,-79.3726675424564
CHILDREN'S URBAN ENRICHMENT STUDIO,2986 Lake Shore Blvd W,,Private,43.600558839796,-79.5073184177937
CHINE DRIVE PUBLIC SCHOOL,51 Chine Dr,Toronto District School Board,English Public,43.7099825934256,-79.2417968816865
CHURCH ST JR & NATIVE LEARNING CTR,83 Alexander St,Toronto District School Board,English Public,43.6636084257427,-79.3791781653545
CHURCHILL HEIGHTS PUBLIC SCHOOL,749 Brimorton Dr,Toronto District School Board,English Public,43.7731919492023,-79.2243167892305
CHURCHILL PUBLIC SCHOOL,188 Churchill Ave,Toronto District School Board,English Public,43.7707536046539,-79.4270361642829
CITY ADULT LEARNING CENTRE,1 Danforth Ave,Toronto District School Board,English Public,43.674910857793,-79.3600575652384
CITY AS SCHOOL TORONTO,720 Bathurst St,,Private,43.6631942790257,-79.4107931246981
CITY HIGH SCHOOL,230 St Clair Ave W,,Private,43.6863163755259,-79.4057175925044
CITY SCHOOL,585 Queens Quay W,Toronto District School Board,English Public,43.6362385025566,-79.3971403793203
CLAIREVILLE JR SCHOOL,350 Silverstone Dr,Toronto District School Board,English Public,43.7480114029654,-79.5991007205673
CLAIRLEA PUBLIC SCHOOL ,25 Rosalind Cres,Toronto District School Board,English Public,43.7164767633036,-79.2962358879462
CLAUDE WATSON SCHOOL FOR THE ARTS,130 Doris Ave,Toronto District School Board,English Public,43.7657254741228,-79.4093736661307
CLEARVIEW SCHOOL OF ARTS AND CULTURE,1300 Don Mills Rd,,Private,43.7454129178027,-79.3466830289955
CLIFFSIDE PUBLIC SCHOOL ,27 East Haven Dr,Toronto District School Board,English Public,43.7048959315468,-79.2503830440116
CLIFFWOOD PUBLIC SCHOOL ,140 Cliffwood Rd,Toronto District School Board,English Public,43.8062920920724,-79.360068599198
CLINTON STREET JR PUBLIC SCHOOL,460 Manning Ave,Toronto District School Board,English Public,43.6576460735345,-79.4140575735688
CLOVER SCHOOL MIDTOWN - ELEMENTARY CAMPUS,585 Cranbrooke Ave,,Private,43.7234193195463,-79.4296182190415
COMMUNITY LIFE CHRISTIAN SCHOOL,140 Dawes Rd,,Private,43.6937784318434,-79.2976272053742
CONGREGATION BNEI TORAH AND BIRCHAS SHMUEL PRIVATE SCHOOL,465 Patricia Ave,,Private,43.7840867068011,-79.4440107260137
CONTACT ALTERNATIVE SCHOOL,132 St Patrick St,Toronto District School Board,English Public,43.6537657298722,-79.3903939018466
CORDELLA JR PUBLIC SCHOOL ,175 Cordella Ave,Toronto District School Board,English Public,43.6790700932118,-79.4875854399739
CORNELL INTERNATIONAL ACADEMY,250 Sheppard Ave E,,Private,43.7642856622588,-79.4001883467897
CORNELL JR PUBLIC SCHOOL,61 Holmfirth Ter,Toronto District School Board,English Public,43.7593925689664,-79.2180382190118
CORNERSTONE PREPARATORY SCHOOL - MAIN CAMPUS,177 Beverley St,,Private,43.6555691898054,-79.3942478548912
CORVETTE JR PUBLIC SCHOOL,30 Corvette Ave,Toronto District School Board,English Public,43.726485113649,-79.2621597253873
COSBURN MDL SCHOOL,520 Cosburn Ave,Toronto District School Board,English Public,43.6940723030924,-79.3307746357026
COTTINGHAM JR PUBLIC SCHOOL,85 Birch Ave,Toronto District School Board,English Public,43.6803794372321,-79.3956090079305
COURCELETTE PUBLIC SCHOOL,100 Fallingbrook Rd,Toronto District School Board,English Public,43.6793188262702,-79.2785659239745
COVENANT CENTRAL ACADEMY,716 Gordon Baker Rd,,Private,43.8109545395944,-79.3421386189084
CRAWFORD ADVENTIST ACADEMY HIGH SCHOOL,531 Finch Ave W,,Private,43.7717336302151,-79.4448017184925
CRESCENT SCHOOL,2365 Bayview Ave,,Private,43.7329843672894,-79.3788961362062
CRESCENT TOWN ELEMENTARY SCHOOL ,4 Massey Sq,Toronto District School Board,English Public,43.6968367454986,-79.2924665101008
CRESTHAVEN PUBLIC SCHOOL,46 Cresthaven Dr,Toronto District School Board,English Public,43.7972191365557,-79.3635402543448
CRESTVIEW PUBLIC SCHOOL,101 Seneca Hill Dr,Toronto District School Board,English Public,43.7884321784152,-79.3598465997775
CRESTWOOD PREPARATORY COLLEGE SCHOOL,217 Brookbanks Dr,,Private,43.7592930619254,-79.3247101026363
CRESTWOOD SCHOOL,411 Lawrence Ave E,,Private,43.7302622688409,-79.3781087027112
CROWN ACADEMIC INTERNATIONAL SCHOOL,25 Sheppard Ave W,,Private,43.7608163554222,-79.4121640119924
CROWN ACADEMY,5200 Yonge St,,Private,43.7707234852595,-79.4136177710541
CUMMER VALLEY MDL SCHOOL,70 Maxome Ave,Toronto District School Board,English Public,43.7882319564093,-79.4012761021226
D A MORRISON MDL SCHOOL,271 Gledhill Ave,Toronto District School Board,English Public,43.6953964611984,-79.3116924407793
DALLINGTON PUBLIC SCHOOL,18 Dallington Dr,Toronto District School Board,English Public,43.7771281264675,-79.3547553486122
DANFORTH COLLEGIATE & GREENWOOD SECONDARY SCHOOL,800 Greenwood Ave,Toronto District School Board,English Public,43.6828387343202,-79.3340895606897
DANFORTH GARDENS PUBLIC SCHOOL ,20 Santamonica Blvd,Toronto District School Board,English Public,43.7087670630065,-79.270927399778
DANFORTH LINC,2494 Danforth Ave,Toronto District School Board,English Public,43.6880293726409,-79.303721056112
DANTE ALIGHIERI ACADEMY - CLOSED TIL 2026,60 Playfair Ave,Toronto Catholic District School Board,English Separate,43.7100774151612,-79.458369831568
DANTE ALIGHIERI ACADEMY (TEMPORARY SITE),2 St Andrews Blvd,Toronto Catholic District School Board,English Separate,43.7016660003405,-79.5500561590985
D'ARCY MCGEE CATHOLIC ELEMENTARY SCHOOL,20 Bansley Ave,Toronto Catholic District School Board,English Separate,43.6922556300161,-79.4429115844532
DARUL ARQAM ISLAMIC ACADEMY SCHOOL,585 Trethewey Dr,,Private,43.696224923991,-79.492494251779
DARYK HIGH,5467 Yonge St,,Private,43.7778165673411,-79.4147111812657
