Name,Cuisine,Latitude,Longitude
King of Babylon Restaurant,,43.7351292,-79.5588086
Ayoka Ade African Delicacies,,43.7364359,-79.5643311
Amanecer Salvadoreño Restaurant,,43.7388577,-79.5656188
Kubendra,,43.7371103,-79.5664664
The Chocolate Room,dessert,43.7382757,-79.5662318
Super Samosa,,43.7343482,-79.5597559
Rajdhani Sweets & Restaurant,,43.7384047,-79.5663115
Roti Roti Family Restaurant,,43.7361101,-79.5637178
Rita's Kitchen,,43.7379827,-79.5675301
Shawarma Royal Number 1,,43.7359364,-79.563337
Souper Hot Pot & Tea,chinese,43.662369,-79.3836933
Beleaf,vietnamese,43.6613766,-79.3809599
Donatello,italian,43.6573345,-79.3834632
The Bombay,,43.6502077,-79.3890548
Queen Mother Cafe,cafe,43.6504059,-79.3891298
Naan Kabob,,43.6500988,-79.3906188
Burro Burrito,,43.6481561,-79.3950064
Café Diplomatico,,43.655369,-79.4137306
bar clams,,43.651892,-79.4086728
Adega,,43.6573873,-79.3832678
Bangkok Garden,thai,43.6577871,-79.3827757
JunePlum,,43.6519828,-79.4082537
Alice,,43.6562612,-79.4095898
Vietnamese Delight,vietnamese,43.77855,-79.4149529
Lim Ga Ne Korean Restaurant,korean,43.7784701,-79.4149588
Hot-Star Fried Chicken,chicken;fried_chicken;taiwanese,43.7784401,-79.4149469
Ling BBQ,barbecue;korean,43.7784087,-79.4149351
Duff's Famous Wings,,43.6557112,-79.4122067
Ghazale On College,,43.6549061,-79.4163308
Hapa Izakaya,,43.655255,-79.4142636
La Carnita,,43.6558727,-79.4097339
Gurume Sushi,sushi;japanese,43.6614097,-79.3808448
Suya City Express,,43.652075,-79.4077428
Dannys,,43.6549724,-79.4145136
bar serene,,43.6551956,-79.4163684
Bear Steak,,43.655782,-79.4118386
Rudy,,43.654923,-79.4147715
Odd Burger,,43.6562306,-79.4097199
Susies,,43.6555198,-79.4115506
MeNami,japanese;noodle,43.7778408,-79.4147941
Tasty Hut,chinese;hunan,43.777676,-79.4147615
Yu Szechuan Cuisine,szechuan;chinese,43.7776228,-79.4147474
Mabu Station,taiwanese;bubble_tea,43.7774738,-79.4146962
Magic Noodle,chinese;noodle,43.7773861,-79.4146827
Korean Chinese Restaurant,korean;chinese,43.7773318,-79.4146686
Buk Chang Dong Soon Tofu Korean Restaurant,korean,43.777125,-79.4146237
Angus Pho House,vietnamese;noodle,43.7770598,-79.4146163
Pine House Cafe,,43.7770077,-79.4145876
Wing Machine,wings;regional;pizza,43.7769477,-79.4145709
Cheongju,,43.6552802,-79.4141342
La Cantina,,43.6549846,-79.4170224
The Fish Store & Yunes Sandwiches,,43.6549053,-79.4162382
Migente Cocina,latin,43.6515753,-79.4089471
ami-no,japanese,43.652067,-79.4064923
Old School,,43.6519542,-79.4083757
Oxtail Pho - Banh Mi & Vegetarian,vietnamese,43.6518112,-79.4089449
Patois,,43.6519848,-79.4081894
Utopia,,43.6554176,-79.4134955
Weldon Park,,43.6553117,-79.4128232
Vivoli,,43.6549092,-79.4164737
Liliana,,43.6427555,-79.4265855
The Gabardine,american,43.6509969,-79.3814084
Jin's Mi-Fen,chinese;rice_noodle,43.7783054,-79.414912
Kintaro Izakaya,japanese,43.66418,-79.3801795
Indian Roti House,indian,43.6645038,-79.3802957
Kawa Sushi,sushi,43.6639083,-79.3800633
North of Brooklyn Pizzeria,pizza,43.6644215,-79.3802586
Sambucas On Church,,43.6650862,-79.3805207
Amor Fusion Doner & Kebab,,43.6658331,-79.38112
Omai Restaurant,,43.6559972,-79.3929573
Valens,grill;steak;italian,43.656008,-79.3928972
Rosewood Asian cuisine,,43.6531676,-79.3966454
JaBistro,sushi,43.6497905,-79.3882051
Gonzo Izakaya,japanese,43.6536846,-79.4265965
Agora,greek,43.6453143,-79.4126638
Yeah Yeah Thai,,43.6553225,-79.3993002
Buddha's Vegan Restaurant,chinese,43.6519309,-79.4035047
Golden Rice Noodle,noodle;chinese,43.7601989,-79.4109406
Pho Com Vietnam,vietnamese,43.7562693,-79.5189115
Yummy Wok & B.B.Q. House,chinese,43.7562393,-79.5181659
Sunrise Caribbean Restaurant,caribbean,43.7561995,-79.5179433
Hanoi Restaurant,vietnamese,43.6414116,-79.4320362
Daymi,arab,43.6414069,-79.4332277
Lali Gurans,nepalese,43.6401047,-79.4396675
Skadarlija Restaurant,european,43.6396867,-79.4417974
Dave's Hot Chicken,chicken,43.6398764,-79.4408378
The Bell and Beacon,,43.6394207,-79.4431814
Chin Chin Street Side Kitchen,chinese,43.6404752,-79.3926144
Levetto,pizza,43.6415453,-79.4221321
J's,,43.6552526,-79.4130886
House on Parliament,,43.6635749,-79.3679115
Kanpai Snack Bar,,43.655115,-79.380219
Kibo Sushi House,sushi,43.6656406,-79.3683547
Kingyo,,43.6658555,-79.368169
New Town Restaurant,,43.6624252,-79.3670585
Gustoso Panini,portuguese;italian;chicken,43.7189274,-79.5710558
Willy's Jerk,caribbean;pork,43.7190186,-79.5711901
Brown Donkatsu,korean,43.6556073,-79.3848578
The Slip,,43.6380324,-79.3831556
La Banane,french,43.6490277,-79.4204846
Soufi's,syrian,43.6466364,-79.4073465
Taylor's Landing,,43.7338419,-79.3451397
Mantra by Host,indian,43.733475,-79.3448165
Mado,turkish,43.7345174,-79.3451415
Pool Sides Bar and Grill,,43.7900603,-79.1937485
The Keg,steak_house,43.6448147,-79.3991052
Copacabana,,43.6484262,-79.3881921
Hawthorne Food & Drink,,43.6523792,-79.3763039
Leña,asian,43.6518048,-79.3791968
Tabule,middle_eastern,43.6597782,-79.3463671
Wilbur Mexicana,mexican,43.6449406,-79.3987663
Arepazo,,43.6535474,-79.4014592
Fresco's Fish & Chips,seafood,43.6538401,-79.4015882
La Chuperia,,43.6548676,-79.4150502
bbq chicken,,43.6632397,-79.4024628
Yummy Yummy Dumplings,,43.6531809,-79.3965402
Cheers Chicken & Beers,chicken;fried_chicken;fries,43.7791284,-79.4174109
Huh Ga Ne,korean,43.779179,-79.4172641
Beijing Restaurant,chinese,43.8053951,-79.2887817
a! Xiang Noodle,chinese,43.8047485,-79.2886047
DM Chicken,chinese,43.8049218,-79.2879262
Harbin BBQ,chinese,43.8055245,-79.2881096
Mr Six Fried Chicken,chinese,43.8048908,-79.2881039
Shananxi Legend,chinese,43.8053446,-79.2890086
Metro Pizza & Chicken,pizza;chicken;seafood,43.6907241,-79.4741226
Boom Breakfast & Co,,43.7057909,-79.4035439
Gatherings Resto Bar,,43.6874606,-79.3959848
XiangLongZhuaZhua,chinese;chicken,43.7752653,-79.4133731
Lucky Tea,bubble_tea,43.7751539,-79.4139841
Alexandria Cafe,egyptian,43.7446552,-79.299996
Pam's Roti,caribbean,43.6601384,-79.4335062
Caffino,,43.6390573,-79.4253614
Don't Yell At Me,bubble_tea,43.7736318,-79.4142877
Grill Gate,middle_eastern,43.7531478,-79.4515814
DakGoGi,korean,43.7729666,-79.4140716
555 Boat Noodles,chinese;shandong,43.772902,-79.4140504
Sabor Brazil,brazilian,43.674532,-79.4592364
King's Delight,jamaican,43.6739848,-79.4601712
Kibo Sushi,sushi,43.6381881,-79.4174959
Fire Wing’s Bar & Grill,,43.6489106,-79.5283355
Kibo Sushi,sushi,43.6484511,-79.528774
Pizzeria Via Napoli,italian,43.6484996,-79.5287318
Qinthai Cuisine,chinese,43.6784552,-79.4731108
i-migo,japanese,43.7753884,-79.4146915
Zhang's Kitchen 张小厨,chinese,43.7754924,-79.4147137
Crystal Palace,chinese,43.7756962,-79.4147639
Ai Taiker,,43.7757422,-79.4147734
Good Son,,43.6435241,-79.4227423
Lao Thai,lao,43.6427628,-79.4273711
Convenience,,43.6428263,-79.426256
Pastalia,italian,43.6429185,-79.4257692
Nunu,ethiopian,43.6429321,-79.4256961
Nuit Social,,43.6429884,-79.4254178
IKUNE by Après Wine Bar,japanese;sushi,43.6429996,-79.4253574
Giulietta,,43.6534627,-79.4276471
Aloette,,43.648537,-79.3959914
Alo,,43.6485014,-79.3959394
The Originals Dining Lounge,,43.6364716,-79.4370391
Reina De Mexico,mexican,43.6388476,-79.4284084
Tasty,,43.6388845,-79.4282522
Samosa Boulevard,,43.6389719,-79.4278593
Phở Asia 21,vietnamese,43.6389816,-79.4277956
Entice,,43.6440161,-79.4202901
Carmen,spanish,43.6449167,-79.4158356
Jules Bistro,french,43.6449002,-79.4159094
AMA,argentinian,43.6448818,-79.4160421
Chadon Beni,,43.6448571,-79.4161789
Montgomery's,,43.6443757,-79.4184829
Byblos Downtown,mediterranean,43.6474564,-79.3881676
The Alpine,,43.6655223,-79.4652782
EVOO,italian,43.6744651,-79.3966703
Hey Sugar | 嘿糖,bubble_tea,43.7759884,-79.4143156
春 Chun Yang Taiwan Black Tea,tea,43.775949,-79.4143057
Nabe Hana,korean,43.6457877,-79.4195806
Tanto,,43.6458707,-79.4196028
Mamakas,,43.6460022,-79.419643
Bar Koukla,greek,43.646141,-79.4196866
Odd Seoul,korean,43.6461793,-79.4196986
Cote de Boeuf,,43.647174,-79.420054
Bazara,sushi,43.6485093,-79.4206039
Superpoint,,43.6484089,-79.420559
Monkey Sushi,,43.6483599,-79.4205388
Manita,breakfast;burger;sandwich,43.6489232,-79.4207722
Paris Paris,,43.64924,-79.4214609
Brasileirissimo Steak House,brazilian,43.6492764,-79.4226035
Churrasqueira do Sardinha,,43.6492817,-79.422747
Soso Food Club,,43.6494651,-79.4216473
Moliceiro,portuguese,43.6488426,-79.4204081
Foxley,,43.6486209,-79.4203243
Böhmer,,43.6462994,-79.4194405
Pastiche,,43.6455199,-79.4191662
Chinese Burger 肉来谟,chinese,43.7753348,-79.4131828
T.C.J. Restaurant,asian,43.6533839,-79.3753295
Wild Wing,chicken,43.6525931,-79.3753597
Maezo,,43.6509469,-79.3818842
Flock Rotisserie & Greens,,43.6509159,-79.3820237
Modus Ristorante,,43.6475258,-79.3836243
Lemongrass,thai,43.7066173,-79.3756996
Alobar,,43.669957,-79.3935936
Squirly's,international,43.6460924,-79.408896
Thai Elephant,thai,43.6460565,-79.4090597
Mild Afro Lounge,,43.6495554,-79.4202083
Toast on Bloor,,43.6451938,-79.5203646
Bonimi Restaurant,,43.6451598,-79.5205115
Roti Palace of India,indian,43.6451472,-79.5205852
Casa Barcelona,spanish,43.647897,-79.5096137
Robot Boil House,,43.6921045,-79.5322689
La Veranda Osteria,italian,43.6476925,-79.5117559
Breakfast Room,breakfast,43.6187821,-79.4996393
Mekong River,asian,43.6328003,-79.5443646
Insadong,korean,43.6478859,-79.5292952
Istar Restaurant,,43.6966208,-79.5438548
Honestly Good Chicken Fingers,chicken,43.6106819,-79.5581574
Flamingo's Restaurant and Bar,,43.6418091,-79.5653176
We Kitchen,,43.6455145,-79.5669264
Nepal India Curry House,,43.6442597,-79.448065
South Indian Dosa Mahal,indian,43.6391975,-79.4460963
Moxie's,bar_and_grill,43.6899674,-79.5908306
Turtle Jack's Muskoka Grill,,43.6862479,-79.5960681
Delhi Boyz,indian,43.6537012,-79.45123
Restaurant Stop,,43.6508431,-79.4506319
Hakka Wok Hei,chinese,43.650125,-79.4503482
Aris Place,,43.6460551,-79.4487738
Chubby's Fish and Chips,fish_and_chips,43.7151319,-79.5556407
Hakka Cottage,,43.7138282,-79.559307
Faley Restaurant,,43.7139755,-79.5586592
Baghlan Kebob & Bakery,kebab,43.7140657,-79.5579886
Hamdi Restaurant,,43.7143357,-79.5571189
Scotty Bons Caribbean Grill,,43.7146173,-79.5560769
Red Rock Restaurant,,43.7120024,-79.563864
Wally's Grill,,43.7107228,-79.5657751
Snapper's Paradise,jamaican,43.7248162,-79.5508
Ummai Restaurant,indian,43.7248522,-79.5508284
Al-Aruba Restaurant,somali,43.725454,-79.5514568
Etob Restaurant,,43.7255039,-79.5514957
Caribbean Heat 2,chinese;caribbean,43.7419646,-79.5838486
876 Jamrock Restaurant,caribbean,43.7425466,-79.5897885
Govardhan Thal,indian,43.7420068,-79.5921201
Tandoori Sangham,indian,43.7507458,-79.5847983
Lucky Star,chinese,43.750793,-79.5843461
Real Island Flavour,jamaican,43.7567975,-79.5891988
Red Kaoliang,chinese,43.75183,-79.599997
Noodle Me,chinese,43.6496485,-79.4837334
Kenkou Shushi,sushi,43.6500355,-79.481992
Shakey's,canadian,43.6506999,-79.4776357
Bukhara Grill,indian,43.6508596,-79.4769169
Punjabi Haveli,indian,43.7350191,-79.6025534
Punjaabi Chaaphouse,greek,43.7355058,-79.6053131
Honest,indian,43.7353929,-79.6057295
Wok of Asia,chinese;thai,43.7341482,-79.6059326
Khazana Express,indian,43.7341541,-79.6057552
Kenzo Ramen,japanese,43.6663288,-79.4060326
The Chulo,indian;nepalese,43.6661089,-79.407219
The Fry,korean,43.6653265,-79.4108889
Tonkatsu,,43.6653513,-79.4107716
Sammie's,sandwich,43.6648667,-79.4129817
Ramen x Remix,ramen,43.6485012,-79.3981119
Vịt Béo,,43.6623818,-79.4243791
Christie Pits Pub,ethiopian;eritrean,43.6627115,-79.4227919
Selam Restaurant & Lounge,ethiopian;eritrean,43.6627309,-79.4227208
Fresh Habesha,,43.66276,-79.422639
Chantecler,,43.6628308,-79.422285
Pizza Hut,pizza,43.6617975,-79.4271143
BBQ @ Bloor,barbecue,43.6619101,-79.4265584
La Bella Managua,nicaraguan,43.6622618,-79.4250007
Laziza,mediterranean,43.6615172,-79.4283555
Szechuan Noodle Bowl,chinese,43.6608327,-79.4314782
Sunset Grill,american,43.7112885,-79.5354173
Crab Boil,seafood,43.7106106,-79.5351333
Bonita Restaurant,,43.7031428,-79.5246716
Nettebello,pizza,43.702381,-79.5229222
Weston BBQ Restaurant,barbecue,43.6997935,-79.5155202
Celebrity Chef,caribbean,43.6993794,-79.5136312
Made's Kitchen,african,43.6990194,-79.5134626
Wiff Restaurant,african;italian,43.6989055,-79.5131795
Mainsha Restaurant,,43.6987072,-79.5126497
Amaana Cafe,,43.6984558,-79.5123513
East Africa & Continental Cuisine,,43.6977341,-79.5102488
Happy Cub Bar & Restaurant,,43.6587981,-79.4413058
Ibet Sushi,sushi,43.6589357,-79.4405442
The Burrito Bros,,43.6584061,-79.4430821
Fishman Lobster Clubhouse Restaurant,seafood,43.8018121,-79.2955747
Chérie Cherry Restaurante Bakery,,43.6561736,-79.4539203
Bawara Indian and Hakka Cuisine,asian,43.656193,-79.4538552
Top Chef Ja Cuisine,,43.690319,-79.4993204
Simply Chops,,43.6903313,-79.4989904
African Player Restaurant,african,43.6893804,-79.4959566
V's Caribbean Restaurant,caribbean,43.6882165,-79.4925208
20 Doner Bar-Grill,kebab,43.6881633,-79.4923595
Meechies BBQ & Jerk,jamaican,43.6877508,-79.4911337
K&A Caribbean Restaurant,caribbean,43.687572,-79.4906099
First Class Delites,jamaican;canadian,43.6871319,-79.490164
Menalon Restaurant,,43.6623476,-79.4234464
Riki Sushi,japanese,43.6624578,-79.4229394
Latin World,mexican,43.6625621,-79.4224606
Terroni Sterling,southern_italian;italian,43.653678,-79.44507
R. Geeiah Shisha Lounge,,43.6617311,-79.4263331
Levant,,43.6617452,-79.4262178
Arada Bar and Restaurant,ethiopian,43.6611795,-79.4286807
Maker Pizza,pizza,43.6609132,-79.4299849
1910 La Mexicana Sabor A Patria,mexican,43.6609278,-79.4299091
Wenona,,43.6602979,-79.4327875
Mumbaikar Indian Restaurant & Bar,indian,43.6603296,-79.4325914
Desi Food Junction,,43.6604596,-79.4320469
Hana Sushi,sushi,43.6604664,-79.4319865
Island Oysters,seafood;regional,43.6591799,-79.438051
Azteca Restaurant,mexican;latin_american,43.6598731,-79.4346647
Sad Songs Cantina,,43.6588117,-79.4399795
Monte Bianco,italian,43.658888,-79.4395718
Uncle Sid’s Deli,caribbean,43.6584168,-79.4417444
Huatai Restaurant,chinese,43.6860607,-79.4874344
The Nutmeg Spot,caribbean,43.6860214,-79.4873546
Dragon House Chinese Food,chinese,43.685073,-79.4853171
Beiramar,,43.6847779,-79.4843928
Id Love Restaurant & Bar,,43.6836664,-79.4812692
Vila Verda Bar and Grill,portuguese,43.6770683,-79.4719041
House of Te,chinese,43.7386987,-79.5400284
Mi Pueblo Lindo,,43.7395898,-79.5388716
The Suya Spot,african,43.7396499,-79.538602
Pho T&T Express,vietnamese,43.6552481,-79.4567695
Caribu West Indian Cuisine,caribbean,43.7501455,-79.5426258
Golden Star Family Restaurant,chinese;caribbean,43.7506736,-79.5427022
Souperlicious,soup,43.7510469,-79.5427734
"Bun Bo Hue, Pho",vietnamese,43.7513294,-79.5437745
Naijaa Restaurant,african,43.753109,-79.5422426
Las Fronteras,latin_american,43.7535289,-79.5423453
Regina Noodle Products,,43.7527162,-79.5410962
Karahi Point,indian,43.7526249,-79.5368182
Bajra,indian,43.7520765,-79.5359271
Mannat Indian & Hakka Bar,,43.6541966,-79.4229455
De Place Restaurant & Bar,african,43.7511904,-79.5487938
Hoa Dang Vegetarian,vietnamese,43.7499313,-79.5492193
Malado Sushi,sushi,43.7499168,-79.5493126
Thuy Restaurant,vietnamese,43.749906,-79.5493691
Pho Dau Bo,vietnamese,43.7498957,-79.5494241
Bo 7 Mon Restaurant,vietnamese,43.7498022,-79.5497989
Fort York Pizzeria,pizza,43.6364464,-79.405788
Scooped by demetres,ice_cream,43.6391009,-79.398133
Sansotei Ramen,ramen,43.6390985,-79.3982175
Roses New York,,43.6389452,-79.3989591
Pupuseria Salvadorena Grill,latin_american,43.7495558,-79.5524619
Lacostenita,latin_american,43.7495035,-79.5527736
Lin’s Joy,chinese;caribbean,43.7494951,-79.5528355
Man's Kitchen,,43.7494538,-79.5530223
African Chop Bar,,43.7493956,-79.5531951
Fantastic Shawarma,,43.748941,-79.5606085
Las Calenas,latin_american,43.7582311,-79.5698828
Pho Ha Long Restaurant,vietnamese,43.7600357,-79.5704505
Peppers Caribbean Restaurant,caribbean,43.7598551,-79.5711177
Vangi Food,indian,43.7595198,-79.5709253
Barcelona Tavern,,43.639807,-79.4202197
Lucky Sweets & Restaurant,indian,43.7591259,-79.5706407
Seor Ak San,korean,43.6640207,-79.4169286
Daldongnae,,43.664287,-79.4156321
The Manna,korean,43.6637251,-79.4181686
Sinjeon,korean,43.6637932,-79.4179019
Yummy Korean Restaurant,korean,43.6638175,-79.4178187
Mapo Korean BBQ,korean,43.6638153,-79.4177369
The Owl on Bloor,korean,43.6639053,-79.4175281
Gyodong Restaurant,korean,43.6639164,-79.4174744
Nang Saigon,vietnamese,43.665718,-79.4090147
Belly Buster,,43.66627,-79.4063721
Cafe Landwer,,43.7245058,-79.4551922
SunRise Caribbean Restaurant,caribbean,43.7208448,-79.5128766
Pho Tien Phat,vietnamese;thai,43.7196875,-79.5077682
Lucky's Corner,caribbean,43.7191531,-79.5074797
Sabor del Pacifico,latin_american,43.719015,-79.5074044
Pelmo Family Restaurant,chinese,43.7098811,-79.5059557
Jin Dal Lae,korean,43.6641492,-79.4151744
The Biryani Walla,,43.6641827,-79.415045
Buddha Chay,vietnamese,43.7061849,-79.5050311
El Takito,mexican,43.7047295,-79.5044646
Esquina Salvadorena,latin_american,43.7045118,-79.5044083
Lloyd's,african,43.7037475,-79.5043721
De Blue Note Lounge,african,43.7039028,-79.5038636
Cho Ming's Restaurant,chinese,43.7039594,-79.5038706
Milagro,,43.6462176,-79.4082724
Karahi Boys,,43.646419,-79.4069843
The Kettle Modern Indian Canadian Food,indian,43.6468989,-79.4049405
Naija Jollof,,43.6472507,-79.4043463
Zakkushi,,43.6470158,-79.4054829
Ramen Misoya,japanese,43.6468518,-79.4062923
Terroni,italian,43.6462666,-79.4091549
Canis,,43.6460701,-79.4101121
Kushi Sake Bar,japanese,43.7047819,-79.4068964
Island Breeze Restaurant,caribbean,43.6776574,-79.495818
Seau Crabe,,43.677073,-79.4951483
Pegrolls,chinese,43.6633861,-79.4903956
Mad Mexican,mexican,43.6586123,-79.4881136
Hua Hin Thai Food,thai,43.6578085,-79.4877762
Pho VP,vietnamese,43.6573822,-79.4876068
Imonay Korean Restaurant,korean,43.6640285,-79.4157685
Sunrise House,korean,43.6640462,-79.4156549
Damda,korean,43.6640657,-79.4155813
Rábago,mexican,43.6572318,-79.4875441
Bellona Plant Inspired Kitchen,,43.6558263,-79.4872987
Campo,italian,43.65517,-79.4870282
South Indian Dosa Mahal,indian,43.6582703,-79.4424632
Shakers Club,,43.6584658,-79.4416907
Garden Bar & Bodega,coffee_shop;pizza;sandwich,43.6645528,-79.3417102
Black Rose Shisha Lounge,,43.5958543,-79.526696
Parrot Nest Restaurant,caribbean;chinese,43.7386629,-79.5120029
Cafe Mondiale,italian,43.7385863,-79.5123687
Pho Cuu Long Mien Tay,vietnamese,43.7396871,-79.5142789
Da Nang Restaurant,vietnamese,43.7409603,-79.513071
Banh Cuon Huong Que,vietnamese,43.7420969,-79.5143169
Zhangliang,,43.7768257,-79.4144275
Meet You,hong_kong,43.7769034,-79.4144472
Mean Bao,chinese;dim_sum,43.6467897,-79.4035926
Pho Chay 88,vietnamese,43.7516126,-79.5153494
Viet Hoa,vietnamese,43.7520789,-79.5154542
Yauca's Lounge,,43.6615632,-79.429433
Tristar Chinese Restaurant,chinese,43.7695023,-79.5216471
Thai Nyyom,thai,43.6571773,-79.4477686
Kibo,sushi,43.6572181,-79.4475769
WVRST,sausage,43.6447129,-79.3810286
Usagi Sushi,sushi,43.6530104,-79.4684666
Vivo,,43.6542009,-79.4631913
Lunch Box,,43.6546242,-79.459691
Kibo,japanese,43.6544392,-79.4229998
Delights of China,chinese,43.6512448,-79.4746216
Musoshin Ramen,noodle;ramen;japanese,43.6533553,-79.4521353
Banh Cuon Pho Ga,,43.6740672,-79.4613055
Pho Xua,,43.6740961,-79.4611857
Koh Samui Thai Kitchen + Bar,thai,43.6429515,-79.4067332
MorsoMe,italian,43.6428918,-79.408481
Ichiban Sushi,sushi,43.6436013,-79.4050296
Donna Fernanda Ristorante & Pizzeria,,43.6436576,-79.404683
Thai Room,thai;malaysian,43.6423246,-79.4112852
La Patrona,,43.6549792,-79.4169383
Pearl Sushi,japanese,43.6150379,-79.4882386
Freshii,salad,43.62312,-79.4837733
Mogouyan Hand Pulled Noodle,,43.6491478,-79.3954444
Fangio Trattoria,italian,43.6619843,-79.3354156
Hanoi 3 Seasons,vietnamese,43.6621905,-79.3345533
Nola Eatry & Bar,,43.6624384,-79.3334455
Underground Garage,,43.6458333,-79.3926687
Sen5es,,43.6448891,-79.3920149
Ikkousha Ramen,ramen,43.6502747,-79.3887654
Aristos,greek,43.6501725,-79.3892147
Urawa,japanese,43.6482395,-79.3892448
Yuzu No Hana,sushi,43.6483865,-79.3883322
Apulia Gastronomia,italian,43.6499668,-79.482919
Momo Ghar,,43.649896,-79.4826622
Azkadenya Mezza Diner,,43.6503678,-79.3883299
4Ever Sushi,sushi,43.6504156,-79.3880734
Bar Altura,,43.6476917,-79.4009601
Kinton Ramen,japanese,43.648699,-79.397211
to-ne Sushi,japanese,43.6485699,-79.397782
Yukimi,japanese,43.6485855,-79.3977039
The Well Bar Restaurant,,43.6480367,-79.4004102
The Dime Roadhouse,,43.6475908,-79.4026344
JP Sushi,japanese,43.6602108,-79.4798284
The Grill on Jane,breakfast;american;sandwich;burger,43.6590945,-79.4883116
Su-Good Chinese Restaurant,chinese,43.6886684,-79.3002663
Vos Restaurant Argentino,argentinian,43.6541366,-79.4232196
Pi Co.,pizza,43.6493288,-79.3743445
Ikkousha Ramen,japanese,43.6502177,-79.388982
IMM,thai,43.6548651,-79.4159962
The BarBQ Factory,barbecue,43.7150119,-79.304977
Iruka Sushi,sushi,43.636921,-79.396638
Golden Lion Restaurant,ukrainian,43.6231618,-79.510887
Mama Rosa,,43.6391024,-79.4460581
Guu Izakaya,japanese,43.6418468,-79.4310779
Kaminari,japanese,43.6417457,-79.431558
Little Tibet,,43.6401851,-79.4380771
Parkdale Breakfast,,43.6400943,-79.4380389
R&D,,43.6515083,-79.3971185
3rd Mom Hot Pot,,43.6523064,-79.3974705
Homemade Ramen,ramen,43.6523918,-79.3975034
Chat Bar,,43.6537895,-79.3980881
Swatow Restaurant,chinese,43.6538327,-79.3981062
Tail of the Junction,,43.6654578,-79.4827595
Indilicious,indian,43.6657027,-79.4820124
Koh Samui,,43.6656373,-79.4742843
Doc’s,,43.6656307,-79.473446
Leela,indian,43.6656329,-79.47351
Venga Cucina,,43.6656263,-79.4723617
Dirty Food Eatery,breakfast,43.6656154,-79.4719125
Curry Twist,indian,43.6655998,-79.4705193
Gabby's,,43.665605,-79.4703252
Pho Huong,vietnamese,43.6652885,-79.4687126
Junction Grill,,43.6651657,-79.4686423
Isaan Der,thai,43.6653407,-79.4679837
Tumi Dumpling House,,43.6655363,-79.4663408
My House,,43.6655312,-79.465595
Pi Co.,pizza,43.6655158,-79.4649103
D&Y Japanese Cuisine,japanese,43.6653356,-79.4650061
Kyma Mediterranean Grill,mediterranean,43.6653422,-79.4650762
Momotaro Sushi,sushi,43.6653097,-79.4664378
Taste Seduction,jamaican,43.6660861,-79.464575
Acapulco,mexican,43.6655161,-79.4642689
Paddler Thai boat noodles,thai,43.6390447,-79.4451677
Krave Indian,,43.6391538,-79.4445869
Norling,tibetan;hakka,43.6403447,-79.438474
Afrobeat Kitchen,,43.6403555,-79.4384265
Garleek Kitchen,asian,43.6404136,-79.4381381
Namaste Tibetan Kitchen,,43.6404211,-79.4368981
Mother India,indian,43.6410389,-79.4350346
Shambhala Kitchen,tibetan,43.6411576,-79.4344646
Citizen,,43.6453869,-79.3976039
Labora,,43.6452491,-79.3954568
Impact,,43.6464001,-79.3980251
Zafoon Middle Eastern Restaurant,,43.6570871,-79.4054092
El Rancho,,43.6567436,-79.4071426
Midnight Market,,43.656714,-79.4073162
Pomegranate,persian,43.6567907,-79.4069206
Sheherzade,persian,43.6567892,-79.4069736
Hacienda,mexican,43.6567669,-79.4070259
Tondou Ramen,japanese,43.6553032,-79.4140642
Bellona,,43.6553386,-79.4172883
Que Rico,tapas,43.6553226,-79.4188973
Pho Con Bo,vietnamese,43.719377,-79.5119467
Beverly Hills,italian,43.7180689,-79.5116305
Hoa Da,vietnamese,43.7227304,-79.4981456
Golden Diner Family Restaurant,,43.6621516,-79.3774478
Jumbo Empanadas,,43.6549186,-79.4020434
Aquarela Restaurant,latin_american,43.7228539,-79.4978852
Hung Long,vietnamese,43.726591,-79.4835484
Peter G's,,43.7283719,-79.479819
Pickle Barrel,,43.7960227,-79.4212621
Maya,latin_american,43.7301628,-79.4697418
La Pasiva,latin_american,43.7304338,-79.4690588
Maestros,italian,43.7304257,-79.4687224
Claire’s Special Kakanin Asian Food,,43.7305161,-79.4683616
Mustafa,turkish,43.7306168,-79.4680268
Hayal Kurdish Restaurant,,43.7306351,-79.4679344
La Traviata,italian,43.7306713,-79.467788
Rosa Chilena,latin_american,43.7314463,-79.4645479
Lovely Pao,filipino,43.7314577,-79.4644889
Da Zio Mimmo,italian,43.7314944,-79.4643033
Lucky Wok Restaurant,chinese,43.7315581,-79.4636854
Katsuya,japanese,43.7314794,-79.4590973
Ardo,italian,43.6510934,-79.3684798
Bar Ardo,italian,43.6504546,-79.3713809
Khao Hakka Restaurant;Khao Hakka,hakka,43.6509962,-79.3679044
Katz's Deli,sandwich,43.7215965,-79.4567044
Mainsha Restaurant,seafood,43.7211521,-79.4558558
Cantina Mercatto,italian,43.6481541,-79.3767504
Yu Ki,japanese,43.7206585,-79.4557881
Demetres,dessert,43.7201738,-79.4564181
Noodle King,noodle,43.719842,-79.4573691
Seoul King,korean,43.7197184,-79.4579848
Royal Korean Cuisine,korean,43.7187439,-79.45775
Pho Viet House,vietnamese,43.7183862,-79.4573465
Shoeless Joe's,grill,43.7190774,-79.4571788
Lucky Dragon,chinese,43.7185968,-79.4553873
Mirra's Place,italian,43.7173502,-79.4550731
