price,list_price,sold_price,home_type,home_type_bucket,neighbourhood,latitude,longitude,bedrooms,bedrooms_plus,bathrooms,estimated_area_sqft,Distance_to_School,Distance_to_Hospital,Distance_to_Park,Distance_to_Library,Distance_to_Bank,Distance_to_Pharmacy,Distance_to_Grocery,Distance_to_Subway,Restaurants_Within_1km,Parks_Within_2km,Schools_Within_2km,_id,AREA_ID,AREA_ATTR_ID,PARENT_AREA_ID,AREA_SHORT_CODE,AREA_LONG_CODE,AREA_NAME,AREA_DESC,CLASSIFICATION,CLASSIFICATION_CODE,OBJECTID,Neighbourhood
1500000.0,1500000.0,1500000.0,DUPLEX_TRIPLEX_FOURPLEX,DUPLEX_TRIPLEX_FOURPLEX,High Park North,43.6580982,-79.4590976,4,0,4,2250.0,211.49,1898.46,214.66,830.54,466.42,348.2,535.82,283.89,44,49,35,100,2502267,26022782,,88,88,High Park North,High Park North (88),Not an NIA or Emerging Neighbourhood,,17826321.0,High Park North
1499000.0,1499000.0,1499000.0,DUPLEX_TRIPLEX_FOURPLEX,DUPLEX_TRIPLEX_FOURPLEX,Niagara,43.6412598,-79.404845,4,0,2,1750.0,404.78,1126.14,317.87,423.63,237.99,222.2,247.67,1763.69,124,72,33,44,2502323,26022838,,162,162,West Queen West,West Queen West (162),Not an NIA or Emerging Neighbourhood,,17825425.0,West Queen West
1499000.0,1499000.0,1499000.0,DUPLEX_TRIPLEX_FOURPLEX,DUPLEX_TRIPLEX_FOURPLEX,High Park North,43.6613467,-79.4631075,3,1,4,1750.0,276.89,1479.28,121.98,347.85,562.4,461.77,548.09,702.35,61,50,30,100,2502267,26022782,,88,88,High Park North,High Park North (88),Not an NIA or Emerging Neighbourhood,,17826321.0,High Park North
1425000.0,1425000.0,1425000.0,DUPLEX_TRIPLEX_FOURPLEX,DUPLEX_TRIPLEX_FOURPLEX,Kensington Chinatown,43.6486337,-79.3996693,3,0,1,1300.0,344.05,713.32,161.55,610.6,215.39,227.55,163.52,1083.44,362,83,56,81,2502286,26022801,,78,78,Kensington-Chinatown,Kensington-Chinatown (78),Not an NIA or Emerging Neighbourhood,,17826017.0,Kensington-Chinatown
1499000.0,1499000.0,1499000.0,DUPLEX_TRIPLEX_FOURPLEX,DUPLEX_TRIPLEX_FOURPLEX,Moss Park,43.657699,-79.3689042,4,1,4,2250.0,301.49,846.91,99.06,464.7,407.27,281.2,295.15,983.4,122,98,63,83,2502284,26022799,,73,73,Moss Park,Moss Park (73),Not an NIA or Emerging Neighbourhood,,17826049.0,Moss Park
1499000.0,1499000.0,1499000.0,DUPLEX_TRIPLEX_FOURPLEX,DUPLEX_TRIPLEX_FOURPLEX,Cabbagetown South St James Town,43.6693357,-79.3652552,4,0,3,1750.0,249.4,920.47,247.37,763.64,565.42,358.1,370.3,554.27,48,99,51,85,2502282,26022797,,71,71,Cabbagetown-South St.James Town,Cabbagetown-South St.James Town (71),Not an NIA or Emerging Neighbourhood,,17826081.0,Cabbagetown-South St.James Town
1500000.0,1500000.0,1500000.0,DUPLEX_TRIPLEX_FOURPLEX,DUPLEX_TRIPLEX_FOURPLEX,Trinity Bellwoods,43.6539945,-79.4215053,4,1,3,1750.0,168.01,1243.63,153.6,164.74,162.49,208.58,171.15,1009.81,139,75,52,106,2502261,26022776,,81,81,Trinity-Bellwoods,Trinity-Bellwoods (81),Not an NIA or Emerging Neighbourhood,,17826417.0,Trinity-Bellwoods
1599000.0,1599000.0,1599000.0,DUPLEX_TRIPLEX_FOURPLEX,DUPLEX_TRIPLEX_FOURPLEX,Junction Area,43.6608744,-79.4697654,8,0,3,2750.0,125.36,987.86,290.95,391.75,531.79,524.55,388.96,813.41,51,52,35,67,2502300,26022815,,90,90,Junction Area,Junction Area (90),Not an NIA or Emerging Neighbourhood,,17825793.0,Junction Area
1550000.0,1550000.0,1550000.0,DUPLEX_TRIPLEX_FOURPLEX,DUPLEX_TRIPLEX_FOURPLEX,South Parkdale,43.6355652,-79.4276225,6,1,4,2250.0,628.36,445.28,264.07,752.38,698.31,382.12,598.1,2816.48,58,54,16,103,2502264,26022779,,85,85,South Parkdale,South Parkdale (85),Neighbourhood Improvement Area,NIA,17826369.0,South Parkdale
1549900.0,1549900.0,1549900.0,DUPLEX_TRIPLEX_FOURPLEX,DUPLEX_TRIPLEX_FOURPLEX,High Park North,43.6567573,-79.4584644,4,0,4,2750.0,265.42,1950.37,229.12,974.69,355.56,206.07,507.86,159.71,31,43,36,100,2502267,26022782,,88,88,High Park North,High Park North (88),Not an NIA or Emerging Neighbourhood,,17826321.0,High Park North
